%%index real_part   imaginary_part
12115 12115 12115
1 40.93 5.88
2 47.88 20.71
3 67.19 22.6
4 83.96 83.79
5 72.58 13.8
6 65.06 15.23
7 7.65 66.38
8 85.43 67.69
9 71.65 33.54
10 84.6 36.74
11 78.15 60.02
12 2.7 45.13
13 3.13 33.18
14 29.41 8.48
15 14.34 82.91
16 0.79 76.49
17 9.21 55.27
18 77.87 28.19
19 3.5 55.92
20 69.72 53.35
21 48.11 76.09
22 54.47 26.3
23 6 55.76
24 68.83 51.91
25 68.17 57.17
26 29.19 44.95
27 69.61 37.84
28 71.02 31.89
29 40.38 72.74
30 47.17 79.96
31 68.45 34.24
32 1.51 27.48
33 35.19 57.18
34 25.11 58.91
35 3.78 38.7
36 6.31 74.35
37 12.66 51.89
38 87.18 60.78
39 4.21 86.18
40 55.35 47.53
41 4.48 51.91
42 1.75 84.55
43 28.44 74.09
44 38.35 52.3
45 44.26 48.34
46 82.58 65.04
47 72.04 4.23
48 40.94 63.62
49 34.53 86.76
50 37.46 66.05
51 31.92 38.31
52 69.73 43.77
53 84.07 44.58
54 42.76 68.91
55 28.44 67.81
56 11.24 10.12
57 74.19 12.44
58 66.06 12.99
59 44.81 14.63
60 42.5 83.93
61 60.98 1.07
62 72.83 16.6
63 80.22 24.54
64 23.3 25.77
65 71.34 6.27
66 44.59 60.76
67 84.05 15.26
68 39.37 5.84
69 74.75 59.65
70 18.98 61.65
71 51.29 82.71
72 74.67 30.22
73 43.21 37.48
74 31.64 52.73
75 48.67 0.03
76 68.62 74.14
77 70.26 1.17
78 25.71 32.97
79 38.26 62.49
80 68.76 49.02
81 1.3 21.6
82 16.39 4.87
83 10.71 64.88
84 36.53 35.28
85 8.93 64.98
86 39.21 35.03
87 65.25 60.23
88 77.23 25.89
89 58.14 87.98
90 67.53 20.87
91 74.53 18.81
92 87.5 48.16
93 60.65 56.8
94 10.81 25.22
95 74.24 10.92
96 32.52 59.09
97 63.97 55.06
98 31.94 28.43
99 63.71 54.2
100 10.71 47.99
101 83.02 72.65
102 24.4 29.44
103 55.33 39.79
104 39.78 13.63
105 14.03 25.48
106 23.81 19.31
107 46.99 0.56
108 36.88 23.32
109 48.54 19.65
110 30.57 47.69
111 18.79 14.3
112 48.88 42.61
113 50.57 62.28
114 8 60.35
115 20.34 26.28
116 78.45 18.71
117 48.16 82.89
118 34.68 82.37
119 75.53 83.01
120 0.01 53.98
121 73.3 1.56
122 2.12 3.35
123 26.67 32.29
124 31.46 39.01
125 66.22 54.73
126 48.55 62.03
127 84.17 85.01
128 59.29 9.43
129 49.3 46.74
130 52.54 46.82
131 45.05 69.65
132 44.06 22.52
133 16.89 5.21
134 67.75 58.26
135 24.25 4.42
136 5.98 47.28
137 50.63 9.55
138 21.36 75.63
139 6.16 77.3
140 23.55 52.83
141 6.38 72.38
142 69.4 51.62
143 40.58 70.07
144 8.33 20.21
145 67.03 1.88
146 71.53 60.88
147 62.92 24.09
148 8.82 7.11
149 65.38 79.81
150 63.76 56.09
151 15.38 69.15
152 78.7 69.74
153 36.89 66.01
154 34.84 79.58
155 44.41 43.05
156 27.44 58.39
157 1.54 50.8
158 12.39 76.36
159 76.09 42.12
160 44 20.73
161 61.13 55.13
162 58.74 27.54
163 14.17 36.05
164 27.86 47.08
165 82.7 59.07
166 40.22 3.62
167 52.89 10.08
168 55.61 10.44
169 2.03 69.3
170 24.36 2.45
171 40.37 46.44
172 76.76 31.32
173 87.2 41.91
174 84.03 1.16
175 21.89 75.29
176 21.94 40.03
177 47.09 83.02
178 10.59 60.2
179 19.29 61.27
180 11.86 38.45
181 21.6 13.99
182 3.59 52.09
183 62.53 54.01
184 35.31 59.2
185 41.18 64.56
186 2.53 39.19
187 50.03 81.55
188 14.98 79.29
189 59.97 49.23
190 36.53 11.01
191 30.56 61.38
192 35.92 58.47
193 30.68 77.66
194 30.45 46.51
195 84.97 29.49
196 23 42.31
197 6.4 86.09
198 31.62 6.11
199 65.31 48.46
200 25.02 66.93
201 85.65 18.49
202 79.56 27.55
203 86.37 47.68
204 8.92 6.54
205 17.55 58.34
206 11.25 45.45
207 83.44 27.64
208 17.3 47.17
209 5.69 5.64
210 14.65 27.27
211 49.1 70.18
212 68.27 17.17
213 23.28 35.03
214 83.49 79.41
215 58.34 68.12
216 86.61 20.51
217 27.59 35.51
218 83.2 57.7
219 64.24 5.48
220 43.34 4.12
221 29.09 61.32
222 0.96 54.59
223 13.77 4.05
224 77.22 85.78
225 4.57 19.46
226 69.16 3.87
227 0.57 53.67
228 0.7 28.95
229 20.36 23.85
230 3.97 84.19
231 84.23 58.22
232 5.74 70.11
233 19.33 3.34
234 8.82 0.94
235 72.58 83.57
236 36.41 52.16
237 18.76 13.67
238 85.24 16.89
239 14.67 12.05
240 11.03 74.46
241 57.86 19.24
242 72.92 80.19
243 21.14 37.95
244 61.8 53.14
245 49.34 21.02
246 79.24 45.3
247 6.93 45.57
248 48.91 84.98
249 65.44 26.26
250 21.83 37.25
251 1.41 50.02
252 43.21 37.77
253 54.66 20.17
254 11.74 19.98
255 73.96 48.86
256 68.1 22.77
257 14.96 43.82
258 81.77 32.54
259 85.69 15.62
260 36.64 35.1
261 59.92 26.55
262 51.64 27.89
263 4.39 66.85
264 5.11 80.07
265 29.32 49.36
266 11.38 6.46
267 44.23 30.73
268 30.43 34.12
269 54.1 78.42
270 39.28 42.17
271 64.95 40.06
272 63.41 86.9
273 31.45 59.43
274 75.06 36.7
275 51.32 8.66
276 14.73 3.22
277 10.63 23.24
278 2.09 66.37
279 58.44 15.03
280 64.39 7.2
281 81.19 87.76
282 10.01 55.29
283 68.93 16.94
284 7.36 40.44
285 62.14 35.03
286 54.62 46.64
287 45.55 18.61
288 78.04 9.55
289 46.25 56.52
290 44.7 44.62
