%%index real_part   imaginary_part
6400 6400 6400
1 0.7 16.25
2 38.68 34.48
3 28.03 19.88
4 12.7 6.52
5 11.32 21.93
6 31.34 48.15
7 12.77 2.14
8 3.78 16.59
9 45.24 1
10 22.13 7.18
11 41.99 18.69
12 9.87 1.52
13 0.86 36.4
14 47.32 26.65
15 30.88 28.72
16 8.49 46.69
17 31.17 31.58
18 14.98 10.69
19 17.21 22.72
20 44.65 27.68
21 39.35 42.05
22 44.19 26
23 42.59 15.64
24 16.64 11.49
25 18.67 37.83
26 20.05 2.3
27 3.82 24.19
28 24.11 43.44
29 20.09 18.21
30 46.93 21.44
31 18.13 14.49
32 46.07 5.43
33 29.64 49.3
34 35.54 24.57
35 15.77 46.86
36 38.91 30.2
37 19.72 18.64
38 34.29 33.11
39 8.12 25.83
40 27.18 0.93
41 3.23 26.8
42 14.51 47.23
43 4.2 20.58
44 38.79 38.62
45 10.06 24.29
46 38.79 49.24
47 18.19 41.71
48 4.53 48.38
49 36.48 47.84
50 44.7 40.08
51 33.8 2.25
52 20.9 33.61
53 30.24 17.04
54 42.87 5.19
55 19.64 38.37
56 28.69 33.57
57 30.81 36.4
58 6.98 43.2
59 45.34 48.53
60 22.82 9.29
61 8.53 18.93
62 10.64 25.13
63 37.04 26.73
64 24.57 28.7
65 18.78 23.52
66 39.29 19.27
67 16.4 16.1
68 33.14 10.19
69 28.9 10.17
70 48.54 39.53
71 23.1 12.07
72 48.47 40.75
73 33.95 3.91
74 15.96 18.97
75 28.26 42.81
76 11.74 38.79
77 27.44 36.79
78 27.04 35.91
79 28.13 14.48
80 38 1.61
81 34.4 46.91
82 26.53 27.3
83 1.01 0.81
84 10.98 9.67
85 49.2 43.44
86 5.51 23.04
87 13.79 22.3
88 39.74 17.5
89 36.47 11.26
90 4.07 5.7
91 8.01 28.25
92 28.56 29.34
93 28.77 35.46
94 13.46 5.61
95 7.22 6.9
96 17.33 14.99
97 5.81 41.63
98 5.96 43.86
99 17.05 6.82
100 0.26 30.46
101 3.5 29.77
102 2.07 19.29
103 36.79 30.81
104 42.07 5.33
105 24.56 36.78
106 28.55 9.66
107 2.52 32.57
108 31.55 7.12
109 12.73 44.81
110 1.71 8.54
111 23.53 33.47
112 38.62 32.56
113 39.94 29.34
114 36.16 8.1
115 38.56 20.51
116 0.28 49.95
117 32.76 5.58
118 36.39 15.88
119 21.21 33.08
120 19.86 41.98
121 1.65 9.29
122 5.39 48.42
123 19.06 17.69
124 12.51 36.94
125 45.48 31.79
126 28.78 27.74
127 23.83 32.53
128 11.87 17.41
129 25.51 13.77
130 34.29 11.56
131 25.03 27.6
132 33.18 48.09
133 13.97 7.79
134 4.39 19.58
135 11.56 48.71
136 8 24.26
137 36.2 26.73
138 44.43 13.39
139 13.86 5.26
140 0.57 20.46
141 11.72 22.86
142 5.4 29.35
143 10.28 35.55
144 12.85 17.27
145 42.35 49.32
146 26.92 10.66
147 8.75 17.38
148 38.7 10.1
149 43.2 22.73
150 21.44 43.09
151 30.87 4.77
152 31.5 29.44
153 6.36 17.07
154 35.85 39.45
155 23.43 20.22
156 43.08 49.94
157 29.3 35.16
158 20.71 48.48
159 29.28 3.1
160 15.94 47.08
161 7.74 21.63
162 39.02 42.86
163 16.49 16.5
164 39.23 41.24
165 34.33 9.69
166 14.46 24.19
167 17.15 15.21
168 45.8 9.49
169 12.46 23.51
170 43.73 45.18
171 45.12 35.9
172 34.58 36.82
173 48.82 37.94
174 4.57 18.81
175 15.9 28.1
176 49.74 20.51
177 13.38 23.64
178 3.66 2.28
179 7.04 29.87
180 3.08 6.41
181 30.6 41.37
182 20.1 17.55
183 40.56 47.76
184 21.27 29.43
185 24.61 16.54
186 15.96 28.53
187 15.35 33.25
188 21.2 0.54
189 19.36 27.69
190 5.8 39.29
191 9.8 48.78
192 35.94 19.06
193 34.86 23.18
194 16.57 39.61
195 46.02 41.9
196 46.79 19.66
197 0.73 40.15
198 1.43 30.42
199 9.85 4.81
200 21.35 36.22
201 14.75 47.98
202 44.75 37.32
203 37.86 43.62
204 21.32 29.47
205 18.76 20.74
206 19.52 40.64
207 9.7 28.57
208 15.27 5.47
209 8.6 8.08
210 49.98 45.37
211 28.55 18.14
212 8.29 46.77
213 40.71 29.28
214 47.61 9.72
215 9.47 14.08
216 12.06 18.96
217 19.8 24.22
218 31.37 20.34
219 49.81 21.19
220 5.45 2.69
221 6.85 18.58
222 10.67 38.5
223 43.97 30.07
224 38.15 25.94
225 21.31 16.09
226 34.23 38.13
227 48.42 49.86
228 42.66 42.53
229 15.77 2.66
230 16.74 40.27
231 22.76 25.24
232 12.99 42.33
233 12.67 6.08
234 27.27 44.36
235 10.57 12.48
236 44.58 46.25
237 34.75 17.42
238 47.49 5.25
239 44.72 42.24
240 8.33 49.16
241 37.29 29.55
242 29.42 42.56
243 48.61 49.23
244 1.89 35.6
245 25.88 27.91
246 16.67 18.64
247 24.49 12.16
248 18.24 29.66
249 37.54 37.16
250 13.16 9.04
251 5.29 48.11
252 29.05 21.27
253 40.04 3.56
254 45.8 40.06
255 39.22 34.76
256 14.32 4.13
257 46.69 40.03
258 2.79 7.26
259 42.86 8.83
260 36.74 4.68
261 36.84 32.26
262 7.94 3.41
263 46.6 11.33
264 12.01 26.19
265 48.75 34.14
266 45.78 25.18
267 9.97 17.56
268 21.12 38.35
269 28.42 0.01
270 34.78 16.92
271 34.57 31.16
272 21.2 12.62
273 33.4 31.26
