%%index real_part   imaginary_part
17219 17219 17219
1 71.56 75.52
2 20.47 61.61
3 6.46 33.24
4 63.41 10.64
5 36.45 43.71
6 76.52 29.41
7 34.86 32.32
8 50.28 85.49
9 25.69 54.82
10 13.4 44.2
11 55.22 81.01
12 76.86 38.45
13 13.02 38.64
14 72.1 34.62
15 73.86 74.38
16 41.42 1.46
17 63.07 36.94
18 70.19 41.41
19 52.05 49.05
20 4.76 25.12
21 34.06 0.5
22 12.35 60.81
23 58.3 68.92
24 15.26 62.63
25 18.83 63.52
26 56.53 28.66
27 46.64 53.57
28 4.21 24.92
29 39.06 39.18
30 25.56 55.83
31 57.29 24.92
32 41.39 66.98
33 20.39 11.88
34 40.45 23.58
35 28.22 51.96
36 31.98 45.21
37 18.02 62.28
38 22.72 44.33
39 86.48 55.85
40 31.37 37.98
41 46.17 84.83
42 50.4 67.42
43 71.86 4.81
44 43.99 34.13
45 1.96 22.92
46 27.37 49.07
47 28.05 59.25
48 50.65 68.76
49 71.86 27.96
50 59.44 3.1
51 27.84 12.08
52 53.89 3.42
53 47.76 25.38
54 81.23 76.61
55 26.6 25.76
56 22.6 4.12
57 71.55 52.29
58 36.62 73
59 19.14 34.93
60 57.86 60.13
61 21.2 0.62
62 59.88 64.75
63 45.51 28.77
64 36.25 2.05
65 72.68 29.37
66 20.97 7.69
67 11.11 80.04
68 17.42 74.86
69 63.48 38.39
70 64.16 78.18
71 61.82 69.6
72 13.41 86.76
73 51.28 45.37
74 59.83 50.03
75 22.16 49.94
76 50.57 29.69
77 6.44 43.36
78 51.65 1.97
79 71.54 31.47
80 60.84 87.9
81 7.59 56.22
82 48.26 61.33
83 48.2 86.22
84 36.62 45.21
85 14.91 3.2
86 52.32 12.78
87 79.06 76.73
88 13.63 65.73
89 27.76 21.86
90 71.81 73.46
91 15.15 49.92
92 72.8 13.9
93 83.39 1.11
94 32.58 15.97
95 15.87 66.93
96 14.68 72.94
97 46.27 2.98
98 1.2 42.46
99 87.67 73.99
100 77.19 37.82
101 30.12 14.58
102 70.84 41.51
103 19.24 21.18
104 43.05 84.47
105 69.93 47
106 76.44 6.38
107 20.28 64.6
108 45.23 40.76
109 56.73 83.19
110 62.12 57.33
111 42.27 52.12
112 55.1 56.32
113 10.79 0.54
114 54.06 56.31
115 73.65 77.98
116 72.09 43.25
117 84.77 15.78
118 16.48 54.93
119 51.4 83.53
120 22.06 59.53
121 65.91 12.85
122 56.97 10.5
123 51.27 65.71
124 40.42 81.72
125 51.05 20
126 72.13 14.55
127 50.39 5.32
128 73.38 18.75
129 54.58 61.18
130 51.17 39.44
131 62.22 40.24
132 35.54 35.26
133 2.19 58.99
134 34.04 52.02
135 3.08 33.11
136 25.48 56.1
137 66.61 48.51
138 5.75 61.97
139 55.69 9.4
140 8.92 46.17
141 40.24 18.74
142 3.58 60.57
143 79.33 2.64
144 63.82 56.48
145 7.93 25.43
146 45.19 6.51
147 21.29 70.15
148 20.66 80.73
149 24.28 3
150 36.11 34.22
151 2.33 27.36
152 55.39 41.11
153 82.6 68.94
154 57.86 61.14
155 19.32 50.29
156 48.55 66.78
157 18.88 39.08
158 41.72 31.65
159 0.14 77.73
160 15.16 85.07
161 3.58 75.59
162 37.26 60.36
163 32.61 24.88
164 27.88 37.44
165 71.66 56.89
166 63.77 43.52
167 64.15 73.99
168 34.45 10.69
169 71.83 58.76
170 0.57 4.31
171 50.62 70.67
172 21.76 28.65
173 60.3 49.02
174 38.75 43
175 40.07 39.96
176 27.55 53.91
177 5.79 23.18
178 27.58 44.33
179 81.77 38.41
180 74.82 34.98
181 58.02 65.44
182 30.95 30.12
183 20.33 34.18
184 72.46 44.93
185 28.76 4.16
186 54.36 52.55
