%%index real_part   imaginary_part
17581 17581 17581
1 20.87 78.51
2 0.06 9.35
3 89.32 91.52
4 91.63 79.26
5 15.1 87.77
6 33.36 78.84
7 80.1 31.63
8 83.42 75.54
9 29.57 5.52
10 70.75 47.94
11 1.76 18.01
12 50.92 84.63
13 97.98 82.94
14 50.5 1.27
15 26.61 92.45
16 74.48 16.56
17 25.91 47.48
18 42.53 76.06
19 57.32 18.76
20 8.53 36.16
21 18.53 72.42
22 6.05 43.41
23 22.47 0.63
24 7.67 89.47
25 40.94 52.05
26 70.06 79.95
27 68.1 42.7
28 29.16 24.5
29 25.78 68.08
30 64.05 79.67
31 96.23 52.39
32 3.4 40.54
33 18.6 25.66
34 44.42 45.93
35 83.61 75.93
36 51.87 54.47
37 1.41 4.14
38 6.3 57.93
39 50.92 25.4
40 77.45 15.49
41 95.44 93.38
42 39.6 51.03
43 75.54 65.54
44 37.14 68.77
45 50.44 3.32
46 57.23 3.2
47 43.74 50.19
48 77.37 60.63
49 10.08 63.86
50 43.31 25.32
51 81.31 93.7
52 1.36 95.19
53 56.64 82.72
54 11.65 7.66
55 23.16 11.08
56 6.47 89.1
57 43.66 22.12
58 87.67 46.07
59 18.36 21.2
60 24.52 28.33
61 31.53 70.32
62 22.51 83.27
63 47.43 76.79
64 42.66 1.89
65 27.21 57.51
66 54.73 85.97
67 84.68 10.52
68 94.77 56.1
69 65.28 43.32
70 55.93 8.42
71 1.04 89.96
72 15.61 62.4
73 11.99 44.7
74 67.42 6.8
75 35.13 31.88
76 4.2 93.46
77 78.74 66.67
78 45.46 26.72
79 30.13 28.17
80 87.2 89.64
81 79.14 58.86
82 69.38 43.94
83 3.56 65.82
84 12.67 67.67
85 77.61 70.36
86 62.33 68.6
87 34.52 80.18
88 26.88 77.94
89 84.74 46.51
90 78.39 95.83
91 91.29 21.87
92 90.06 84.12
93 12.84 72.03
94 3.72 39.05
95 30.69 44.49
96 5.35 90.93
97 36.87 11.83
98 79.18 76.25
99 45.93 40.43
100 12.79 91.85
101 62.45 27.06
102 9.24 76.64
103 58.1 96.97
104 47 37.65
105 35.48 46.36
106 69.76 28.92
107 15.04 30.29
108 4.33 61.82
109 2.87 29.4
110 75.41 8.05
111 0.98 35.09
112 48.44 80.76
113 59.01 39.37
114 81.32 29.62
115 23.47 8.46
116 37.05 95.64
117 74.28 87.44
118 87.93 46.29
119 85.46 35.91
120 82.27 38.46
121 67.38 24.46
122 54.76 54.03
123 19.38 83.94
124 16.86 60.61
125 68.66 23.77
126 58.86 92.27
127 76.55 71.17
128 14.06 9.31
129 38.93 39.08
130 47.55 95.39
131 93.03 63.93
132 53.37 86.12
133 35.93 69.31
134 8.74 43.31
135 83.29 23.4
136 49.38 91.02
137 48.57 52.67
138 40.13 6.14
139 68.27 67.95
140 91.73 58.51
141 54.3 38.94
142 13.63 54.11
143 64.94 32.85
144 71.93 27.69
145 25.08 5.88
146 71.33 23
147 11.12 21.63
148 92.47 28.22
149 73.05 47.06
150 71.98 3.21
151 94.23 58.34
152 13.01 23.36
153 31.03 44.81
154 16.28 54.66
155 15.17 1.3
156 41.76 10.01
157 65.65 69.47
158 5.84 56.91
159 84.61 32.59
160 39.99 77.78
161 2.78 13.21
162 34.85 13.32
163 41.55 15.43
164 62.49 29.32
165 34.05 16.6
166 74.95 37.99
167 61.35 30.29
168 76.62 89.48
169 46.15 92.38
170 95.21 92.9
171 6.44 62.84
172 35.84 38.97
173 95.89 72.09
174 6.68 41.68
175 22.98 84.02
176 0.75 46.68
177 60 27.29
178 42.72 37.12
179 67.96 5.07
180 21.68 8.73
181 48.24 4.02
182 34.31 0.15
183 89.63 11.59
184 7.5 14.45
185 9.35 39.3
186 5.67 4.71
187 45.2 15.79
188 89.4 41.51
189 84.71 44.61
190 30.63 96.09
191 44.77 11.22
192 38.51 31.39
193 70.03 8.29
194 13.37 82.75
195 93 40
196 44.02 36.57
197 36.72 43.24
198 56.35 79.85
199 94.3 28.35
200 67.66 65.37
201 71.6 7.17
202 22.97 74.85
203 18.36 18.81
204 63.42 14.37
205 13.98 6.59
206 19.33 95.58
207 30.49 60.27
208 68.57 57.84
209 44.11 2.52
210 42.52 83.46
211 22.03 40.63
212 85.39 88.06
213 69.91 58.75
214 88.62 43.75
215 11.12 67.73
216 74.91 59.8
217 36.65 82.73
218 5.06 1.4
219 17.29 56.53
220 63.13 70
221 67.58 31.28
222 91.55 82.46
223 43.83 1.59
224 5.64 63.64
225 49.1 89.46
226 33.62 48.16
227 39.75 72.65
228 34.92 21.01
229 66.28 11.66
230 80.92 25.55
231 86.87 78.93
232 65.18 57.83
233 59.23 25.53
234 82.06 70.24
235 43.76 76.52
