%%index real_part   imaginary_part
20011 20011 20011
1 36.06 60.91
2 34.8 37.53
3 53.17 85.44
4 34.19 25.42
5 38.18 63.8
6 63.47 39.29
7 30.06 84.85
8 92.27 72.18
9 75.51 68.46
10 31.82 81.84
11 42.71 10.96
12 92.27 99.33
13 72.23 82.92
14 69.27 30.06
15 77.32 67.17
16 15.09 59.74
17 97.27 22.9
18 108.34 49.89
19 97.83 59.96
20 33.28 29.53
21 68.83 23.01
22 17.38 6.27
23 78.45 98.89
24 76.87 19.17
25 101.01 40.96
26 74.45 18.21
27 27.07 53.25
28 23.17 53.72
29 106.3 8.82
30 76 1.96
31 61.7 93.14
32 3.05 91.09
33 27.98 68.49
34 15.45 111.39
35 50.45 12.81
36 58.34 71.25
37 77.53 28.8
38 37.21 75.72
39 94.89 42.98
40 106.47 1.09
41 41.82 82.9
42 45.67 90.44
43 53.68 68.89
44 100.24 68.84
45 93.32 46.99
46 27.13 63.24
47 41.33 42.02
48 20.03 52.7
49 73.62 91.83
50 14.16 58
51 16.26 11.07
52 39.87 72.5
53 57.74 3.31
54 68.81 77.08
55 100.69 39.63
56 32.05 62.28
57 62.24 52.04
58 7.93 77.73
59 56.09 2.93
60 49.92 17.69
61 80.93 36.42
62 100.96 99.57
63 39.28 31.78
64 33.13 30.52
65 88.52 112.9
66 33.49 47.29
67 29.31 14.3
68 17.61 73.36
69 59.96 87.05
70 36.2 86.43
71 58.23 70.18
72 9.22 68.26
73 55.51 7.48
74 32.93 39.67
75 57.37 21.12
76 80.06 82.85
77 91.94 25.3
78 79.61 90.55
79 8.07 18.22
80 40.64 112.74
81 47.04 6.11
82 42.94 74.13
83 57.01 98.87
84 72.93 60.55
85 56.5 26.5
86 96.68 109.13
87 86.91 24.26
88 54.26 105.9
89 55.09 51.94
90 73.07 87.19
91 57.04 112.46
92 47.29 40.13
93 17.68 58.5
94 76.73 13.9
95 13.64 48.27
96 76.91 26.89
97 101.03 83.2
98 69.08 6.85
99 89.92 67.56
100 94.06 51.53
101 47.66 55.95
102 80.21 100.26
103 2.68 44.1
104 96.04 21.47
105 108.66 57.78
106 79.76 78.63
107 5.77 75.22
108 20.72 14.05
109 27.95 45.97
110 3.77 6.97
111 33.87 64.12
112 34.32 80.68
113 110.05 44.42
114 21.5 12.92
115 64.45 86.97
116 29.92 25.09
117 12.35 21.64
118 65.74 110.13
119 41.12 37.56
120 95.34 71.3
121 36.94 59.3
122 44.04 84.62
123 98.68 65.23
124 20.72 87.29
125 94.26 13.63
126 100.27 24.49
127 14.69 37.65
128 104.59 21.6
129 34.52 11.74
130 8.24 35.62
131 60.71 98.98
132 30.14 38.16
133 57.82 95.58
134 20.14 95.88
135 76.7 98.94
136 67.77 25
137 109.63 0.64
138 88.39 111.81
139 86.1 4.83
140 18.46 109.12
141 43.13 89.89
142 37.06 5.74
143 49.86 80.35
144 92.09 28.66
145 86.8 106.9
146 2.4 100.33
147 48.02 34.51
148 17.09 32.54
149 37.94 105.84
150 1.3 59.76
151 107.28 1.65
152 2.29 69.07
153 67.89 13.43
154 18.26 90.69
155 109.33 63.51
156 62.92 59.25
157 87.51 39.46
158 6.81 99.99
159 38.17 24.37
160 40.79 8.43
161 18.28 11.97
162 69 43.2
163 75.74 66.3
164 81.66 108.61
165 55.37 0.69
166 2.34 105.49
167 61.56 72.18
168 85.61 27.15
169 27.36 38.97
170 12.01 103.88
171 72.65 23.69
172 63.16 74.93
173 61.92 47.16
174 94.05 92.49
175 100.92 100.09
176 21.58 21.84
177 65.04 28.73
178 4.55 90.58
179 86.2 27.79
180 51 86.22
181 78.71 28.57
182 10.27 75.86
183 103.01 49.79
184 88.77 95.89
185 109.29 17.38
186 41.07 10.3
187 85.23 68.94
188 25.62 13.75
189 106.25 34.16
190 43.77 6.67
191 28.51 3.69
192 32.42 65.36
193 42.94 3.08
194 53.39 36.98
195 32.72 38.66
196 89.76 104.39
197 67.25 20.95
198 70.74 100.03
199 82.92 79.78
200 6.68 69.03
201 79.33 101.73
202 80.19 47.76
203 84.03 51.57
204 108.25 105.81
205 112.48 77.28
206 103.5 39.02
207 13.9 50.52
208 53.6 22.92
209 82.42 56.85
210 5.03 106.99
211 7.9 2.14
212 23.09 94.79
213 81.83 97.67
214 64.45 3.36
215 72.39 74.27
216 63.01 71.14
217 28.42 38.73
218 112.82 30.2
219 23.02 112.45
220 99.26 108.07
221 56.61 45.02
222 95.54 89.76
223 22.2 70.52
224 36.89 58.66
225 52.65 14.15
226 38.81 41.92
227 23.72 83.07
228 67.74 84.43
229 87.79 105.55
230 66.82 41.72
231 22.38 69.7
232 17.95 39.35
233 69.56 73.32
234 95.29 17.77
235 35.36 2.1
236 47.12 81.55
237 80.83 91.98
238 49.5 52.19
239 110.85 12.56
240 26.71 86.39
241 15.31 73.03
242 65.62 88.04
243 59.47 39.03
244 54.1 42.89
245 107.13 56.78
246 13.49 30.45
247 69.8 16.51
248 112.35 31.44
249 71.74 48.88
250 73.5 94.64
251 85.72 107.1
252 86.08 30.15
253 82.34 76.07
254 88.63 22.58
255 18.49 102.71
256 85.26 24.86
257 22.43 33.81
258 95.36 37.89
259 80.78 81.9
260 25.69 58.99
261 89.44 74.91
262 0.94 39.18
263 93.14 68.76
264 4.65 0.29
265 4.45 51.88
266 45.99 100.67
267 17.82 90.17
268 75.77 19.07
269 64.18 9.68
270 112.4 73.92
