%%index real_part   imaginary_part
10932 10932 10932
1 -6.24 -46.209
2 -44.449 -2.588
3 0.966 -12.028
4 -26.876 -16.136
5 27.494 -10.7
6 14.619 2.869
7 17.921 5.405
8 28.958 6.925
9 -25.071 -23.061
10 -40.39 4.009
11 -44.953 -8.6
12 -37.988 -15.997
13 11.538 -1.26
14 30.068 -8.389
15 2.085 -24.53
16 -0.921 -19.463
17 26.32 -24.997
18 -14.184 -7.152
19 14.775 -35.697
20 17.07 -8.872
21 14.489 7.796
22 -32.688 17.577
23 4.433 -10.686
24 10.942 -41.886
25 -38.72 -3.297
26 -29.78 17.632
27 12.166 -6.547
28 -25.858 19.875
29 1.316 -25.127
30 26.441 -5.088
31 4.191 -1.582
32 5.339 -45.565
33 -1.871 -33.29
34 -28.286 -20.387
35 -42.225 -17.262
36 22.544 -25.757
37 -36.628 -27.735
38 4.827 -21.166
39 -26.573 -24.321
40 -13.918 -8.247
41 -31.341 9.74
42 -2.009 -7.735
43 11.698 -25.626
44 -6.992 7.78
45 -35.314 -24.015
46 7.542 -28.382
47 14.356 13.161
48 0.04 -37.245
49 -44.424 -6.805
50 26.842 -3.234
51 -37.455 6.812
52 9.014 -6.343
53 -32.927 -33.096
54 21.444 -23.858
55 -5.369 1.806
56 -36.399 14.784
57 30.766 -1.927
58 -38.046 -6.469
59 -2.25 13.538
60 5.946 0.175
61 32.386 -5.524
62 -44.935 -9.801
63 22.083 -7.031
64 8.74 5.492
65 -8.338 17.145
66 6.063 -34.264
67 2.677 17.256
68 -13.816 -14.719
69 -37.817 -18.255
70 20.26 -13.294
71 -25.202 3.909
72 -35.482 8.179
73 -37.573 -11.583
74 -18.606 -23.319
75 20.241 -20.129
76 25.526 3.042
77 -5.717 20.93
78 15.943 -17.057
79 15.513 -14.362
80 5.238 26.002
81 30.735 -0.771
82 14.375 -22.898
83 -7.802 -23.544
84 -18.923 -33.594
85 -28.913 -24.971
86 -23.723 20.488
87 -14.533 -46.506
88 10.121 -23.504
89 -22.771 10.279
90 24.364 12.493
91 -24.743 12.277
92 -27.653 12.058
93 -19.369 -23.749
94 -10.245 0.515
95 -10.413 -2.264
96 -34.207 -13.612
97 -24.652 -5.041
98 -9.746 10.964
99 -20.308 4.042
100 -13.226 7.766
101 -42.245 -6.074
102 -7.078 3.858
103 -2.02 -20.999
104 25.705 8
105 16.74 16.507
106 3.422 16.459
107 5.371 26.879
108 24.26 -1.621
109 -0.969 -21.321
110 6.405 -21.223
111 -37.24 -18.091
112 24.58 12.436
113 -28.517 -5.463
114 18.073 -13.944
115 -14.456 2.123
116 -21.935 23.652
117 -28.415 20.857
118 -21.831 -28.076
119 -41.489 -10.343
120 -4.151 -35.611
121 -33.837 15.088
122 -17.963 -44.224
123 8.234 -37.758
124 15.369 -30.409
125 -15.413 -32.526
126 16.725 -1.797
127 -24.169 -39.557
128 -42.652 -13.307
129 -13.855 -2.766
130 7.805 17.124
131 10.833 -24.782
132 -33.97 11.068
133 -31.644 -17.655
134 19.787 -21.505
135 -20.082 -15.545
136 -5.32 -19.251
137 -30.433 8.189
138 -35.27 7.36
139 29.066 -17.527
140 -24.52 3.606
141 -41.516 -2.633
142 27.849 -12.182
143 -42.12 -2.499
144 -8.625 -40.258
145 -6.563 30.13
146 -27.579 -19.263
