%%index real_part   imaginary_part
15973 15973 15973
1 -8.753 37.979
2 -27.681 27.056
3 4.465 14.383
4 -37.309 6.124
5 28.787 -27.166
6 -26.749 -8.324
7 -28.761 22.79
8 20.495 -15.34
9 -19.382 -15.335
10 31.068 -20.07
11 21.196 43.089
12 -26.087 41.61
13 -30.128 3.939
14 37.592 14.996
15 15.205 0.583
16 -22.313 -8.803
17 13.693 35.601
18 15.498 30.338
19 -39.684 24.173
20 43.475 -4.432
21 32.939 30.033
22 16.611 54.857
23 -14.786 24.199
24 21.648 -24.519
25 34.108 -25.667
26 -3.35 22.632
27 -27.225 27
28 -18.56 -31.096
29 -17.898 35.004
30 28.185 -18.18
31 22.516 43.623
32 1.411 4.282
33 14.759 40.925
34 -33.068 35.697
35 18.623 -0.077
36 -6.867 33.947
37 -8.628 47.828
38 8.074 29.048
39 -15.947 22.733
40 -19.551 39.435
41 -5.162 -19.565
42 -40.888 13.366
43 28.34 31.606
44 41.232 25.526
45 1.524 42.584
46 -5.805 -32.292
47 -2.923 12.78
48 -34.684 10.337
49 -10.898 29.919
50 -37.373 22.498
51 7.108 16.479
52 -29.629 -6.351
53 34.622 27.505
54 30.947 27.732
55 -40.381 -0.779
56 20.988 -6.636
57 -0.226 49.873
58 21.22 -6.043
59 -12.8 15.999
60 35.26 5.092
61 -4.844 27.282
62 45.411 -12.454
63 -8.498 30.059
64 -23.675 44.284
65 16.1 31.64
66 -3.5 17.331
67 -15.765 -5.103
68 29.059 21.88
69 36.743 -6.488
70 -36.148 2.903
71 -35.971 -10.215
72 -26.411 27.686
73 38.036 3.666
74 -27.803 14.39
75 -23.084 18.147
76 34.823 13.309
77 -32.161 15.699
78 18.707 -3.328
79 -30.512 27.525
80 6.658 25.283
81 -13.861 21.203
82 -13.841 45.075
83 48.817 3.497
84 -32.221 6.581
85 -41.169 5.936
86 -23.122 -9.347
87 -36.73 0.422
88 -13.172 50.055
89 22.679 22.54
90 -38.175 -4.88
91 28.747 49.606
92 -14.872 -2.433
93 17.641 44.118
94 23.974 50.598
95 28.834 -0.59
96 38.886 8.525
97 32.636 4.06
98 27.011 -10.301
99 -7.646 -22.582
100 41.431 37.051
101 -15.956 -23.339
102 -4.724 35.25
103 32.611 34.477
104 29.984 -26.628
105 -30.175 -18.286
106 -24.832 6.552
107 -3.821 -0.37
108 -23.488 -17.827
109 -32.681 -2.81
110 20.719 5.953
111 -21.46 4.256
112 -31.684 -0.567
113 20.026 -11.129
114 -19.885 29.537
115 -13.402 -5.041
116 -17.537 -14.708
117 -29.83 4.356
118 33.545 -15.734
119 -25.893 -17.243
120 10.936 42.28
121 -9.46 51.089
122 36.953 -16.776
123 12.913 53.446
124 -39.48 5.249
125 -0.349 -19.942
126 38.173 -0.046
127 -20.95 16.845
128 -24.895 13.117
129 29.913 -14.777
130 -17.803 18.194
131 14.455 -11.312
132 -24.884 -7.329
133 34.545 -10.563
134 -12.743 19.757
135 23.632 0.69
136 18.988 23.788
137 50.364 10.802
138 -15.444 -5.03
139 22.898 3.372
140 -12.201 -11.098
141 -19.673 4.329
142 -17.714 29.249
143 0.528 32.489
144 47.836 15.335
145 -27.283 -8.871
146 51.395 20.18
147 31.329 4.422
148 -10.091 49.892
149 -14.134 33.672
150 -14.551 10.1
151 -24.921 36.686
152 40.127 23.579
153 0.87 -10.221
154 -3.029 18.144
155 -36.416 31.503
156 -34.077 33.763
157 51.338 18.902
158 45.617 -5.644
159 47.852 6.559
160 16.731 7.755
161 15.32 -5.884
162 44.834 30.97
163 0.041 46.959
164 -25.84 33.09
165 -40.481 2.788
166 37.608 39.901
167 -5.512 -27.005
168 25.564 -6.602
169 -35.159 2.912
170 16.13 1.964
171 23.262 -25.56
172 -19.16 8.575
173 23.374 2.825
174 -27.938 -15.655
175 -17.33 -2.129
176 -1.353 29.399
177 -23.012 36.058
178 28.394 39.495
179 -12.002 -27.262
180 -19.265 45.646
181 21.706 -34.124
182 -38.457 -6.178
183 33.525 34.882
184 14.123 20.296
185 41.795 17.541
186 5.533 10.177
187 51.472 18.898
188 44.741 -6.17
189 3.193 -35.947
190 8.511 13.895
191 28.517 4.229
192 -35.678 28.749
193 -36.863 0.482
194 -24.298 41.49
195 -9.341 -31.301
196 19.546 11.504
197 49.202 19.819
198 -27.902 21.082
199 23.754 14.033
200 -41.127 8.949
201 14.333 -12.47
202 -31.59 10.313
203 -36.142 -6.802
204 0.886 -8.835
205 41.254 -18.182
206 -27.458 -21.369
207 -40.676 5.562
208 42.563 36.637
209 -40.502 -2.383
210 37.27 20.22
211 -26.222 -8.894
212 10.473 39.855
213 24.998 37.505
214 51.15 3.538
215 -29.483 -11.712
216 -40.833 4.851
217 16.307 51.271
218 6.549 25.61
219 8.54 -5.191
220 42.848 -14.306
221 28.58 18.925
222 -22.892 26.177
223 10.607 -17.856
224 0.201 45.328
225 3.667 3.814
226 4.29 -19.447
227 24.446 -29.119
228 -30.01 13.472
229 -24.561 15.294
230 20.868 15.319
231 29.092 23.536
232 17.5 -22.79
233 21.373 -6.509
234 -13.746 5.52
235 -17.389 50.459
236 36.11 -9.425
237 16.942 46.326
238 -38.983 23.264
239 -12.614 -27.76
240 -16.636 29.858
241 30.26 37.356
242 -21 0.305
243 -39.113 18.28
244 43.818 19.805
245 -25.983 27.254
246 35.39 -25.126
247 -21.642 2.089
248 -8.232 54.136
249 6.986 31.762
250 -25.418 -19.459
251 32.462 -26.837
252 -25.004 34.723
253 -25.215 10.798
254 38.109 3.95
255 49.129 19.878
256 4.944 -26
257 -22.83 -21.821
258 46.717 12.623
259 19.988 29.79
260 -0.663 -29.767
261 -4.814 46.685
262 38.338 15.233
263 -31.374 22.803
264 -4.801 42.025
265 25.062 -21.605
266 -29.804 36.29
267 -25.249 11.048
268 5.082 21.633
269 -29.94 7.261
270 -0.495 -28.601
271 16.167 -13.376
272 -22.414 44.8
273 37.744 -16.76
274 8.132 -7.134
275 46.862 2.624
276 -12.557 22.066
277 28.059 36.328
278 -27.336 7.142
279 21.831 6.088
280 -0.96 47.634
281 -5.326 7.954
282 -12.355 26.75
283 -8.04 -1.143
284 28.984 43.937
285 14.863 -21.1
286 -30.285 1.504
287 -35.987 30.273
288 17.089 22.853
289 18.384 50.136
290 -41.757 2.249
291 -13.101 -23.768
292 7.071 -25.632
293 1.291 -30.989
294 -23.486 6.807
295 19.98 34.264
296 5.457 45.457
297 -14.457 19.203
298 19.092 -7.386
299 48.815 -6.423
300 -11.537 27.856
301 -40.583 21.731
302 48.298 17.385
303 -5.303 53.03
304 -23.089 42.575
305 16.693 6.513
306 27.111 33.599
307 41.112 35.496
308 -1.755 -9.979
309 -13.287 21.898
310 7.837 -2.719
311 -3.904 23.163
312 -31.678 22.384
313 28.426 42.778
314 0.579 13.148
315 27.483 0.672
316 40.61 -14.308
317 16.338 12.745
318 35.518 -23.17
319 -5.069 31.969
320 44.451 33.671
321 -7.665 31.099
322 -14.15 32.525
323 50.504 21.431
324 -10.838 9.134
325 -14.154 4.146
326 -3.931 3.761
327 -13.683 28.59
328 -21.003 -13.515
329 47.972 -8.48
330 -6.302 42.019
331 9.356 -27.424
332 -13.631 51.282
333 11.166 -17.892
334 21.128 -29.533
335 46.308 14.208
336 13.116 -36.415
337 24.835 -20.066
338 -17.226 36.856
339 -10.625 5.43
340 -29.896 3.585
341 -3.195 46.071
342 7.172 4.073
343 -25.638 -2.295
344 42.357 -1.347
345 -39.049 12.303
346 -31.824 18.059
347 37.819 12.548
348 17.978 22.689
349 -26.948 -24.29
350 -15.805 -24.456
351 33.969 34.399
352 -23.904 -0.435
353 -8.485 41.073
354 50.277 9.165
355 1.149 47.785
356 47.548 8.556
357 1.795 10.879
358 -15.396 37.296
359 43.701 -14.898
360 -12.883 32.113
361 -35.397 3.246
362 42.579 24.744
363 -9.298 44.819
364 -41.622 14.253
365 23.965 1.086
366 48.847 16.341
367 -10.348 41.127
368 38.836 -16.973
369 40.039 35.819
370 30.05 -6.552
371 -10.064 14.457
372 11.836 -35.591
373 43.455 3.334
374 -17.042 17.182
375 2.546 27.112
376 -16.225 33.786
377 -37.49 7.614
378 -18.493 46.151
