%%index real_part   imaginary_part
19126 19126 19126
1 12.472 29.011
2 16.859 -16.841
3 -13.324 10.397
4 -0.722 5.667
5 -22.704 -33.647
6 27.329 -12.369
7 15.543 -3.628
8 11.366 -15.113
9 13.499 -10.637
10 -43.945 -17.192
11 -6.964 27.03
12 -47.368 5.553
13 -36.154 -6.278
14 6.787 -33.381
15 -32.342 1.696
16 -6.142 -27.311
17 6.408 -38.939
18 26.744 10.564
19 -44.752 -15.67
20 -35.677 27.025
21 19.898 -17.157
22 18.82 13.336
23 -34.678 -19.526
24 -31.678 14.755
25 10.103 -21.743
26 -18.857 25.949
27 10.925 8.562
28 17.317 26.375
29 23.563 11.221
30 3.996 24.759
31 -9.327 3.612
32 -42.803 13.386
33 -28.897 28.615
34 -33.371 8.196
35 -33.02 -14.202
36 15.919 -25.315
37 19.937 -5.441
38 29.469 -13.37
39 24.96 -15.998
40 -4.275 -12.972
41 -12.447 -5.923
42 -8.989 24.408
43 14.549 -10.19
44 0.014 14.625
45 -5.738 -24.459
46 -2.259 -26.291
47 28.384 0.973
48 -43.705 14.297
49 28.007 11.804
50 -19.922 -13.201
51 -39.011 17.154
52 8.214 21.838
53 -10.033 6.529
54 -47.159 -2.886
55 -26.79 13.219
56 -1.369 -16.383
57 -19.573 -14.75
58 -37.236 2.909
59 0.012 18.214
60 -14.932 -31.278
61 12.725 22.329
62 10.749 17.534
63 -2.099 26.328
64 -30.007 19.491
65 27.021 14.206
66 -14.224 17.798
67 -38.916 -4.93
68 -23.45 -37.548
69 -37.047 17.814
70 -39.027 -24.991
71 -47.487 4.321
72 -21.26 -9.458
73 -28.538 -29.195
74 -21.263 29.292
75 22.03 -22.114
76 -10.11 17.409
77 31.76 -1.754
78 0.849 34.116
79 -39.786 4.124
80 -2.824 -36.524
81 -27.477 12.769
82 -13.744 17.105
83 -23.767 12.008
84 -4.25 21.867
85 15.919 -26.413
86 -29.483 -31.22
87 -46.451 -8.052
88 -2.952 -1.996
89 30.965 -7.813
90 12.851 -27.139
91 -5.741 36.789
92 -20.048 29.194
93 24.049 10.597
94 -46.719 7.095
95 20.635 -1.909
96 29.295 -3.324
97 -42.788 12.183
98 -3.725 -8.913
99 -22.699 11.865
100 3.736 25.008
101 -4.661 29.178
102 -21.258 -37.424
103 10.445 -24.339
104 24.078 13.674
105 -25.578 32.906
106 18.851 -16.151
107 -20.105 -30.845
108 -3.9 12.487
109 20.482 0.71
110 -32.677 23.682
111 3.125 17.725
112 24.257 -0.07
113 9.183 -2.344
114 -34.14 3.15
115 -7.269 17.379
116 -4.382 -27.845
117 -41.918 -5.251
118 30.813 -0.341
119 -31.24 -28.364
120 -0.938 -11.988
121 7.506 -19.502
122 -3.503 -18.087
123 -37.229 22.381
124 -6.643 -21.71
125 9.904 19.164
126 -5.182 15.976
127 1.486 -14.211
128 -32.568 6.114
129 -0.799 -38.377
130 -45.203 -6.15
131 -37.611 -0.427
132 22.879 15.645
133 -46.629 3.822
134 -3.089 -1.741
135 29.163 8.266
136 -31.35 -4.11
137 -10.832 25.759
138 27.269 4.653
139 26.562 -16.153
140 -20.345 -23.801
141 -24.444 -1.285
142 5.446 -28.515
143 -40.281 13.851
144 -47.997 0.125
145 8.02 -20.952
146 9.818 21.031
147 -36.315 -5.749
148 -40.917 -18.722
