%%index real_part   imaginary_part
11309 11309 11309
1 -1113.34 1207.67
2 -1506.28 1152.03
3 -2810.18 780.575
4 -168.95 1270.02
5 -2114.97 1022.76
6 -3524.28 179.799
7 -1349.64 1176.54
8 -2972.61 699.634
9 -2232.6 990.355
10 -438.2 1261.78
11 -3418.25 355.274
12 -1938.22 1066.49
13 -2449.17 922.754
14 -2522.72 897.124
15 -962.45 1224.1
16 -636.11 1250.99
17 -1286.66 1185.5
18 -3313.45 464.978
19 -1842.52 1087.92
20 -2595.64 870.187
21 -839.14 1235.62
22 -1419.61 1165.99
23 -1692.76 1118.52
24 -2028.15 1044.95
25 -316.24 1266.42
26 -48.38 1271.33
27 -982.4 1222.08
28 -2461.24 918.649
29 -1760.68 1105.07
30 -470.76 1260.28
31 -1855.14 1085.18
32 -2874.02 750.341
33 -1060.56 1213.72
34 -188.84 1269.66
35 -2126.5 1019.7
36 -3175.53 574.768
37 -2796.65 786.748
38 -2559.66 883.677
39 -1671.67 1122.56
40 -1469.25 1158.12
41 -2997.87 685.749
42 -613.44 1252.43
43 -2490.99 908.363
44 -970.56 1223.29
45 -3136.16 601.709
46 -3453.44 308.83
47 -690.19 1247.33
48 -3506.34 220.035
49 -3206.89 552.113
50 -2532.72 893.523
51 -1625.51 1131.17
52 -3129.56 606.076
53 -3035.85 664.095
54 -3318.27 460.573
55 -1597.71 1136.22
56 -3352.09 428.198
57 -2450.17 922.415
58 -1663.63 1124.08
59 -1336.86 1178.4
60 -650.85 1250.02
61 -1217.91 1194.73
62 -2275.52 977.816
63 -3524.87 178.317
64 -1362 1174.72
65 -2464.37 917.578
66 -1174.89 1200.21
67 -61.05 1271.26
68 -784.54 1240.19
69 -174.56 1269.92
70 -1732.72 1110.69
71 -1337.31 1178.33
72 -2255.95 983.583
73 -1429.68 1164.42
74 -268.3 1267.83
75 -3226.51 537.335
76 -89.37 1271.05
77 -2805.26 782.829
78 -3000.22 684.437
79 -2679.23 837.249
80 -1535.67 1147.07
81 -1972.94 1058.34
82 -744.74 1243.32
83 -1105.23 1208.62
84 -1448.79 1161.4
85 -503.01 1258.69
86 -1786.47 1099.78
87 -324.41 1266.16
88 -2953.18 710.052
89 -2533.62 893.198
90 -1661.27 1124.53
91 -2687.55 833.84
92 -191.54 1269.61
93 -3020.31 673.072
94 -1735.95 1110.05
95 -1553.54 1144
96 -1008.2 1219.4
97 -2910.84 732.013
98 -1614.59 1133.17
99 -1792.74 1098.47
100 -2168.92 1008.24
101 -2430.84 928.916
102 -3130.05 605.753
103 -3508.39 215.827
104 -300.52 1266.91
105 -2481.87 911.542
106 -2258.42 982.859
107 -389.89 1263.8
108 -810.65 1238.05
109 -1698.65 1117.38
110 -2152.65 1012.68
111 -2346.33 956.232
112 -111.59 1270.82
113 -2897.39 738.788
114 -2535.08 892.669
115 -643.91 1250.48
116 -3400.41 376.478
117 -3405.07 371.067
118 -968.32 1223.51
119 -1877.11 1080.35
120 -2378.7 945.976
121 -1713.11 1114.56
122 -88.19 1271.06
123 -1653.76 1125.94
124 -1173.42 1200.4
125 -1824.14 1091.86
126 -3207.3 551.809
127 -2181.63 1004.74
128 -258.5 1268.09
129 -1261.89 1188.9
130 -3057.89 651.069
131 -2427.43 930.052
132 -2776.25 795.911
133 -1711.47 1114.88
134 -1459.34 1159.72
135 -3076.78 639.617
136 -3276.86 496.953
137 -157.77 1270.2
138 -2550.19 887.162
139 -527.52 1257.41
140 -1856.42 1084.9
141 -1142.84 1204.15
142 -2873.85 750.424
143 -1051.53 1214.72
144 -480.24 1259.83
