%%index real_part   imaginary_part
3774 3774 3774
1 -949.61 4935.78
2 -1150.94 4660.34
3 783.74 5114.57
4 -1449.47 4106.93
5 1786.53 3170.15
6 763.22 -5133.93
7 1344.48 4324.38
8 -786.64 5111.79
9 1146.88 4666.59
10 -1976.29 2363.72
11 -1927.74 2602.27
12 1051.48 -4804.98
13 2034.37 2032.56
14 -2098.59 1572.39
15 914.19 -4977.4
16 -2026.78 2079.41
17 465.3 -5352.08
18 -880.94 5014.74
19 482.48 -5342.56
20 -1340.48 4332.13
21 -2045.66 -1960.46
22 1715.58 3406.29
23 -332.55 5413.57
24 1964.13 2426.24
25 2150.52 1045.62
26 214.22 5450.79
27 -15.73 -5476.89
28 -97.07 5471.66
29 -1155.57 -4653.17
30 -943.69 4942.87
31 1879.03 2816.15
32 1441.75 -4123.88
33 -479.25 -5344.38
34 1965.26 -2420.51
35 779.25 5118.86
36 -1201.26 -4580.28
37 1804.5 3105.89
38 2046.97 1951.89
39 525.29 5317.27
40 1183.37 -4609.3
41 1617.51 -3694.02
42 -1261.9 -4477.22
43 -2078.59 -1730.48
44 -1418.4 -4174.18
45 -1683.45 -3505.05
46 1901.44 -2720.52
47 1909.13 2686.64
48 -285.35 5430.38
49 -101.02 5471.21
50 2142.13 -1148.22
51 1179.16 -4616.04
52 -1751.28 3290.79
53 -890.54 5004.13
54 1423 4164.39
55 1236.3 4521.63
56 2177.43 -604.492
57 991.17 4884.45
58 1466.19 4069.67
59 -2116.61 -1413.39
60 -21.51 -5476.77
61 -2087.52 -1661.94
62 -154.24 5463.44
63 43.41 5475.96
64 44.26 -5475.92
65 -235.57 -5445.28
66 1396.58 -4219.92
67 -45.04 -5475.88
68 1085.99 4756.77
69 -1579.35 3795.82
70 -770.97 5126.69
71 -1730.69 3358.18
72 -113.05 -5469.74
73 -1256.43 -4486.82
74 1276.44 4451.38
75 1287.96 4430.59
76 1391.47 4230.45
77 -994.89 -4879.72
78 -120.86 -5468.69
79 1244.72 -4507.17
80 391 5389.1
81 -5.35 5477.02
