%%index real_part   imaginary_part
2247 2247 2247
1 -390.37 -376.181
2 1368.02 229.6
3 795.22 341.642
4 175.01 384.45
5 -1634.23 106.929
6 -247.86 -382.374
7 -1238.89 264.772
8 491.13 370.033
9 -526.66 -367.5
10 956.88 319.514
11 -623.3 -359.606
12 -1211.89 271.15
13 799.14 -341.17
14 -431.03 -373.881
15 -878.61 330.923
16 1183.05 -277.65
17 1202.84 273.223
18 1165.19 281.524
19 -264.03 381.815
20 -819.81 -338.627
21 -752.99 346.55
22 -1634.91 -106.39
23 1638.78 103.269
24 -791.35 -342.106
25 -156.35 -384.865
26 356.34 377.922
27 -373.9 -377.044
28 1369.85 -229.036
29 -776.95 -343.807
30 1696.02 -28.369
31 1385.14 -224.236
32 234.68 -382.804
33 439.69 -373.36
34 -268.35 -381.659
35 -286.22 -380.988
36 1300.47 249.052
37 -986.01 -314.906
38 -145.24 -385.089
39 -1405.77 217.503
40 -1457.76 -199.042
41 385.14 376.459
42 947.67 -320.929
43 -957.24 -319.458
44 -340.02 378.697
45 -1227.05 -267.605
46 -1533.4 -167.126
47 1569.16 148.998
48 -1273.64 -256.114
49 -939.06 -322.233
50 1265.92 -258.083
51 501.07 369.344
52 -1097.49 295.243
53 -1290.07 -251.83
54 581.11 363.237
55 -1025.47 308.328
56 -1079.49 -298.651
57 -226.54 383.057
58 977 -316.353
59 -1300.71 248.987
60 -1101.64 294.444
61 -375.82 376.946
62 944.84 321.359
63 -470.43 371.42
64 -1092.26 296.243
65 -1378.68 226.283
66 1179.42 278.447
67 -1358.46 232.514
68 1201.82 -273.455
69 -1681.76 -57.3827
70 1677 -64.1762
71 -1335.87 239.179
72 -1479.96 -190.392
73 920.47 -324.992
74 614.61 360.377
75 -465.93 -371.712
76 -1264.99 258.319
77 1145.17 285.736
78 -1239.14 -264.711
79 1120.54 290.736
80 28.42 -386.448
81 55.72 -386.294
82 -440 -373.341
83 1405.78 -217.5
84 16.07 -386.484
85 1079.01 298.741
86 520.07 367.985
87 682.25 354.035
88 -92.07 -385.935
89 -1426.54 -210.402
90 13.4 386.49
91 354.27 -378.022
92 -1124.98 -289.849
93 -697.39 352.508
94 -414.88 374.824
95 -60.27 386.259
96 185.19 -384.203
97 -1532.56 -167.524
98 360.84 -377.701
99 -835.36 -336.658
100 -1237.87 265.018
101 1545.36 161.336
102 1393.7 -221.479
103 1389.88 -222.715
104 -1190.84 -275.925
105 1411.19 -215.683
106 816.84 -338.997
107 1063.35 301.627
108 1595.86 -133.55
109 253.52 382.183
110 1556.86 155.52
111 -1261.33 259.242
112 -295.61 -380.618
113 -753.76 -346.463
114 251.01 382.268
115 893.96 328.792
116 1234.59 265.807
117 -483.52 370.55
118 632.43 -358.781
119 -463.95 -371.84
120 577.56 363.529
121 1377.23 -226.738
122 -253.69 -382.177
123 -1295.43 250.405
124 -1363.36 231.027
125 -872.35 331.777
126 1146.19 285.525
127 -1106.53 293.495
128 149.44 385.006
129 -335.76 378.894
130 -800.84 340.964
131 646.05 357.526
132 153.23 384.93
133 1543.11 162.445
134 1542.06 162.959
135 -904.42 327.311
136 604.89 361.226
137 196.8 383.905
138 -1570.51 148.262
139 785.41 -342.813
140 231.49 382.904
141 -592.65 362.272
142 993.72 313.652
143 -466.8 -371.656
144 1029.15 307.694
145 -1231.77 -266.482
146 -1095.67 -295.592
147 591.9 362.336
148 1467.5 -195.31
149 -81.93 -386.053
150 -1172.1 280.039
151 -1042.6 305.346
152 1507.13 -179.045
153 1509.93 177.822
154 1519.39 173.61
155 -1589.41 -137.465
156 -892.35 -329.018
157 -574.39 363.788
158 -869.08 -332.22
159 -662.34 -355.983
160 -1553.44 -157.277
161 943.22 321.605
162 -1614.2 -121.633
163 1146.63 -285.434
164 -1520.1 -173.289
165 -440.18 373.33
166 -74.8 386.128
167 -1028.84 307.747
168 535.58 -366.834
169 556.08 365.255
170 612.23 360.587
171 1371.98 -228.376
172 1682.07 56.9114
173 9.16 386.496
174 220.04 -383.253
175 -1207.38 272.187
176 802.94 -340.708
177 -102.38 -385.801
178 -961.11 318.857
179 -1010.14 310.931
180 -331.4 379.092
181 96.97 -385.873
182 1349.46 -235.205
183 59.51 386.265
184 -1137.05 287.406
185 128.49 -385.397
186 -323.24 -379.456
187 913.64 325.986
188 337.6 -378.809
189 -291.23 380.792
190 173.33 -384.489
191 -664.38 355.786
192 1007.59 -311.358
193 1553.64 157.175
194 876.19 331.254
195 -58.84 386.27
196 -1678.24 -62.4794
197 -1536.23 165.779
198 -661.64 356.05
199 -853.57 334.291
200 1404.56 217.907
201 -353.89 -378.04
202 773.52 -344.206
203 945.51 -321.257
204 -442.54 -373.186
205 1184.64 277.3
206 -979.19 -316.003
207 -192.63 384.014
208 -627.35 -359.242
209 1107.97 -293.214
210 -71.67 -386.158
211 1686.31 -50.0121
212 75.9 386.116
213 426.37 374.157
214 224.28 383.126
215 1043.13 -305.252
216 -874.94 -331.424
217 1306.44 247.433
218 -287.76 380.928
219 -683.53 -353.908
220 1521.45 -172.676
221 401.88 -375.554
222 125.67 385.445
223 -1263.93 258.587
224 1533.8 -166.937
225 -1375 227.436
226 846.34 -335.239
227 1189.59 276.203
228 -540.97 366.425
229 -825.64 337.894
230 -760.67 -345.682
231 -50.62 386.33
232 -312.89 -379.904
233 1493.95 -184.662
234 -266.34 381.732
235 36.13 -386.414
236 -724.42 -349.681
237 -737.43 -348.274
238 704.28 351.8
239 -815.82 -339.124
240 -43.54 -386.375
241 -159.1 384.806
242 712.32 350.963
243 79.09 386.083
244 1212.81 -270.937
245 937.76 -322.429
246 297.06 380.559
247 1429.16 -209.482
248 -540.5 366.461
249 882.34 -330.41
250 1438.22 206.254
251 1593.1 -135.241
252 -48.86 386.342
253 1594.67 134.282
254 -694.47 352.806
255 -582.04 363.16
256 1322.93 -242.865
257 -799.97 -341.069
258 -202.73 383.745
259 72.18 -386.153
260 360.99 -377.694
261 -129.82 385.374
262 -692.8 -352.975
263 226.33 383.063
264 -224.35 383.124
265 -953.19 -320.083
266 312.5 -379.92
267 726.69 -349.438
268 360.21 -377.732
269 -1617.35 119.452
270 1477.42 191.408
271 1683.97 -53.9311
272 -259.59 381.972
273 1316.61 244.633
274 -1534.09 166.799
275 1688.37 -46.2831
276 580.72 363.269
277 208.2 383.594
278 -1126.99 -289.446
279 -914.08 -325.922
280 -15.31 386.486
281 1132.42 288.349
282 -758.5 -345.928
283 642.41 -357.864
284 1505.85 -179.6
285 -1516.24 175.027
286 -382.65 -376.591
287 -691.53 353.104
288 279.31 -381.253
289 612.23 360.587
290 1325.99 242.002
291 1518.05 -174.214
292 -445.25 373.019
293 -936.86 -322.564
294 -1082.73 -298.045
295 234.24 -382.818
296 -1481.04 -189.958
297 -1299.16 -249.405
298 -415.28 -374.801
299 -16.63 386.483
300 20.57 386.473
301 -204.5 383.697
302 -552.38 365.545
303 14.37 386.488
304 780.01 343.449
305 -546.92 -365.969
306 -130.5 -385.362
307 -111.47 385.67
308 698.01 -352.445
309 880.63 330.645
310 -1573.4 146.671
311 -1482.18 -189.498
312 912.34 326.174
313 1449.41 202.167
314 -1162.85 -282.024
315 731.45 348.924
316 -1234.97 265.716
317 -483.09 370.579
318 867.34 332.455
319 -1403.5 218.259
320 1394.34 -221.271
321 -465.86 371.717
322 -136.1 -385.262
323 413.81 -374.885
324 535.85 -366.813
325 1148.46 -285.053
326 -349.4 -378.256
327 56.18 386.291
328 -1131.48 -288.54
329 154.08 384.912
330 -104.13 385.776
331 -1438.67 -206.092
332 89.23 385.969
333 444.66 373.056
334 -382.85 376.58
335 -247.32 382.393
336 1021.47 -309.013
337 262.82 -381.858
338 -219.33 383.274
339 1152.5 -284.21
340 -106.49 -385.743
341 791.15 -342.13
342 -415.71 -374.776
343 1592.48 135.618
344 234.4 -382.813
345 -1340.79 237.752
346 1370.12 228.952
347 -293.83 380.689
348 -685.58 353.703
349 885.65 -329.952
350 988.09 -314.569
351 1123.73 290.1
352 58.41 386.274
353 455.26 -372.395
354 -1464.57 -196.443
355 -1049.22 -304.172
356 -794.13 341.773
357 175.75 384.432
358 -1386.73 -223.727
359 1285.58 -253.014
360 -462.85 371.911
361 -1549.7 159.171
362 1321.27 243.332
363 -1130.3 -288.778
