12492,386960,99.752028,196332.306485,198179.374100,72.624740,694.351359,0.000000,145.149118,0.723464,145.149118,68.189453,881.490606,0.559937,24,12,0,12492,61.981119,1428.450857,0.543649,0.662307,348.028064,1,10,0.066076
9964,233926,99.764381,-202759.155802,-198631.255327,191.793506,19321.580698,0.005556,582.296932,1.254051,411.023067,176.286223,18398.367966,0.672374,23,6,1,9964,156.821490,20356.060430,0.661933,0.330122,1001.511477,1,74,0.225154
11589,254692,99.810363,-5379.490000,-2105.380000,118.595792,1267.428477,0.500000,198.225215,1.596559,198.225215,108.019634,1624.631259,0.500077,26,4,0,11589,103.058522,3605.174517,0.480484,0.274103,392.715632,1,7,0.034136
13503,441766,99.757712,395876.386427,401810.106793,68.090618,1283.589639,0.006944,145.297325,0.273130,145.297325,64.200919,1378.384164,0.533256,36,6,0,13503,66.139273,2303.158222,0.534095,0.649897,387.856752,1,1000,3.581172
5361,189991,99.338939,340.858777,-424.320000,42.468418,144.486962,0.000000,71.499280,1.070047,71.499280,38.745623,214.663733,0.502110,23,18,0,5361,35.976375,382.771887,0.447394,0.354939,188.904773,1,10,0.040824
6675,142154,99.680952,238253.306800,242734.252800,82.825407,846.705701,0.250000,138.764724,1.627421,138.764724,79.403391,998.250774,0.565154,25,4,1,6675,79.750948,2581.695396,0.567570,0.336569,318.660566,1,15,0.044858
19755,917930,99.764790,341557.361153,347000.737700,91.810628,1039.780694,0.000000,201.377377,0.368802,182.433445,86.050187,1355.926585,0.554254,35,18,0,19755,78.399521,2087.391341,0.529231,0.482102,349.044422,1,9,0.088734
15223,330923,99.857201,-3308826.977333,6411342.161000,502.936587,101285.618995,0.008333,970.341092,2.031846,970.341092,494.818259,103540.707222,0.678163,21,6,1,15223,420.771349,131339.726784,0.678240,0.680117,2506.519665,1,8,0.053394
2605,84650,98.752583,10154.513703,18240.483400,872.519196,92424.685692,0.000000,1473.292274,299.024971,736.664639,615.410315,14271.202096,0.500090,20,18,0,2605,536.678807,88304.657176,0.498373,5.524057,2167.549336,1,4,0.028581
4625,140803,99.341754,-1261.169977,1386.390000,47.510875,179.837806,0.000000,84.091510,0.575452,79.323920,43.487437,262.606125,0.501111,21,14,0,4625,39.298211,437.460062,0.463284,0.119310,129.508974,1,10,0.045019
7339,206674,99.616282,-778.978993,1338.650000,52.133287,221.697569,0.000099,87.539830,0.814002,87.539830,47.593943,312.438896,0.500938,26,8,0,7339,45.080626,614.305236,0.452915,0.748879,155.292493,1,13,0.058467
5827,188980,99.443422,285819.413556,132962.461000,80.324342,1756.972574,0.000035,156.738904,0.497695,156.738904,73.358482,2079.537563,0.641269,28,10,1,5827,72.207412,2951.782209,0.635569,0.760047,417.306191,1,12,0.046153
19656,897596,99.767678,5641.572739,-874.480000,1336.484842,676534.497223,0.000000,4853.794622,0.165117,137.052811,68.692516,686.565928,0.498234,27,24,1,19656,1180.854778,1041716.923163,0.489891,0.834984,8180.451898,1,0,0.044420
1778,23038,99.271245,-16427.270631,-15530.877015,46.199103,700.159861,0.500000,87.062033,0.638122,87.062033,42.572950,658.098082,0.631152,20,2,0,1778,33.116393,654.505966,0.601154,0.469386,143.395620,0,58,0.127830
1102,27897,97.702824,68.756667,733.550000,39.670986,132.849720,0.000006,75.302363,2.226996,65.705263,36.443535,177.717926,0.498258,20,10,1,1102,34.063238,367.154544,0.449974,1.635965,130.124316,1,10,0.030504
15216,608213,99.737303,48926.290002,77150.870100,3232.462219,1155085.042373,0.000000,6760.145581,1538.751957,3384.882657,2252.979012,328244.117612,0.500058,26,20,0,15216,2019.563647,1287296.035909,0.499788,9.188232,8446.174145,1,3,0.049029
7638,194506,99.666594,180803.048088,-179827.526361,53.724561,659.393019,0.002778,121.101619,0.600833,110.649246,51.209971,713.770848,0.590114,26,6,0,7638,51.547503,1250.356859,0.580339,0.219256,235.385154,1,40,0.138849
12688,393058,99.755842,2868.729578,-4704.380000,68.675228,362.454737,0.000000,132.074448,0.979514,115.210950,62.810556,545.558533,0.498444,20,16,0,12688,55.140104,886.461845,0.465937,0.337250,229.084230,1,7,0.045822
18650,848004,99.756196,-722898.152752,-919106.262000,114.500228,1441.543765,0.000000,200.236720,0.166368,200.236720,96.671095,2007.189024,0.551549,34,18,1,18650,81.131999,2311.751681,0.548912,0.025624,410.156485,1,6,0.092387
15692,318851,99.870512,167068.380000,588615.840900,3846.673420,1064415.907917,0.500000,7397.577209,3110.169091,3732.441563,3327.295919,35450.885262,0.499959,24,4,0,15692,2835.574998,2254452.476840,0.499418,13.346383,9536.729585,1,3,0.025117
19480,634714,99.832737,1247.255071,-5853.530000,64.332481,323.739618,0.000000,108.543788,0.620967,108.543788,59.039499,482.862014,0.499681,20,18,0,19480,51.974031,759.480633,0.468442,0.125430,201.186334,1,9,0.068322
13350,553510,99.689428,-194683.630633,-195653.945361,58.601492,733.271708,0.000000,146.967988,0.723208,146.967988,55.198396,854.834712,0.585853,29,18,0,13350,47.415561,833.055685,0.525689,0.445322,270.862025,1,11,0.060632
10265,420336,99.601087,67971.433920,-75268.790300,2094.773210,768517.717844,0.000000,4987.848457,589.352543,2533.926234,1411.023227,358415.076108,0.501840,31,16,0,10265,1295.438675,643471.711072,0.502706,5.710504,6254.394292,1,3,0.028754
6260,273466,99.302162,-987.244150,1167.780000,1091.778999,464540.558489,0.000000,3658.064395,1.116016,112.953542,56.612167,478.846849,0.501014,25,24,1,6260,965.985536,700160.860276,0.500416,0.158038,6016.154303,0,4,0.030569
13061,577413,99.661519,2211.729528,1874.920000,2138.784149,1621333.293478,0.000000,6323.321833,0.240832,117.226356,47.310287,400.435495,0.500662,27,22,1,13061,1494.827121,1233900.622130,0.493349,7.748894,7999.120204,0,6,0.055671
1138,36809,97.157703,-374.126220,92.520000,14.448616,16.053431,0.000000,23.999242,0.113435,23.999242,13.139391,24.567938,0.504539,20,18,0,1138,17.194068,71.531859,0.431153,0.600925,46.435715,0,60,0.137691
13885,249735,99.870465,-213493.839467,-205025.618289,61.305529,1416.060998,0.500000,177.447889,0.650308,177.447889,56.475881,1383.298147,0.615997,29,2,1,13885,42.999057,1224.982479,0.584366,0.420199,311.413409,1,18,0.078322
7308,131378,99.754005,-2760.910000,53.100000,47.287350,200.888589,0.237829,77.786400,0.951315,77.786400,42.949050,257.797101,0.501252,20,4,0,7308,42.004060,589.227405,0.466603,0.137317,156.143209,1,14,0.052491
2093,31275,99.286065,-1228.050000,137.450000,22.460892,54.002740,0.500000,37.475113,1.145862,37.475113,20.328615,59.347356,0.505979,23,2,1,2093,18.911008,124.189192,0.469750,0.658798,68.116239,0,28,0.042251
3276,114270,98.935258,-30401.313466,-546060.338000,340.925713,50573.954919,0.000000,742.156490,1.968063,742.156490,338.888671,51250.433567,0.637184,20,20,0,3276,273.600302,49376.818679,0.628321,1.547425,1268.118787,1,5,0.029298
16185,1287049,99.508674,329935.504832,-432177.267193,47699196465.185791,4834079157889353646080.000000,0.000000,334449125549.669861,3.473975,32384509.993393,58986.655737,246922426249.716064,0.485462,46,44,1,16185,24885918289.070133,1705738931677000892416.000000,0.588073,24.948652,338104295069.643066,0,1,0.080590
5422,186731,99.364819,-304.694929,1158.960000,32.653898,81.124893,0.000000,54.759161,0.614654,54.759161,29.931930,122.583843,0.498554,22,18,1,5422,29.422141,241.773090,0.438915,0.648780,111.472793,1,14,0.056608
14930,452397,99.797045,-753352.486333,-166063.703000,162.284595,4064.113452,0.083333,336.462767,1.604568,280.177179,134.057820,3804.183364,0.526621,39,4,0,14930,117.364598,5608.479481,0.520434,1.219540,545.477916,1,9,0.058055
13433,509994,99.717369,-5033.174038,-8602.020000,123.262576,1227.105875,0.000000,220.048705,1.829801,208.507310,112.580352,1799.414068,0.502016,32,12,0,13433,99.744418,2923.236555,0.476683,0.244557,380.301415,1,6,0.056163
17286,949885,99.682106,1063936.045119,-404246.104400,9497648.901137,134666853784338.796875,0.000000,98768420.833268,2411.163793,13627.323197,6679.700725,9267593.563049,0.499343,35,26,0,17286,7701151.218455,108968364669873.062500,0.494566,1089.815062,112022233.856997,1,0,0.045532
6348,202815,99.496701,94177.160247,94707.174000,71.416092,597.200643,0.000000,129.775405,1.019572,129.775405,67.105028,779.297272,0.556113,25,12,1,6348,60.783118,1296.215865,0.540092,0.408042,265.871627,1,8,0.042276
11589,231567,99.827581,-7764.210000,-2511.300000,84.940974,651.273059,0.396232,142.355288,0.396232,142.355288,77.291560,836.243673,0.500544,23,4,1,11589,74.480085,1851.678354,0.476657,0.896644,286.861171,1,15,0.062643
15904,548363,99.783202,-5184109.136063,2498348.781000,505.521135,109284.249421,0.000000,945.045509,0.795393,945.045509,497.222140,114620.503720,0.535398,22,18,0,15904,396.553121,114478.117893,0.531187,1.414908,2060.969243,1,5,0.059493
18910,1076978,99.698822,139328.683626,-625076.140100,7383117.892351,61211191890500.265625,0.000000,50599883.159897,4240.377284,7296.450688,5212.640570,262599.603016,0.499613,37,26,0,18910,6006058.202900,50337694967910.468750,0.499424,605.353531,65604612.318842,1,0,0.053768
15102,377338,99.834552,-195759.516296,195958.658514,60.398330,906.763925,0.000174,165.175643,0.213021,165.175643,56.177007,1012.371476,0.575057,22,8,0,15102,49.068146,1118.081865,0.533698,0.105562,326.382424,1,14,0.069576
3288,49173,99.545155,-555101.638000,676571.143000,283.608909,48645.092115,0.552153,674.294637,0.552153,674.294637,274.891615,45397.109256,0.705181,23,2,1,3288,196.000657,41345.132465,0.701646,0.330730,1265.611836,1,14,0.035255
10230,255512,99.755848,181236.926801,-171988.801038,174.061331,25696.373183,0.001996,553.233025,0.475395,469.980320,160.408636,23858.954582,0.715622,22,8,0,10230,143.197630,24772.809175,0.705915,0.338946,955.035695,1,20,0.092806
17582,1507293,99.512403,4434072.135740,79.300000,83881358647.546127,12388541103624146649088.000000,0.000000,514262984489.821594,1.869545,56585412.099897,1173859.138645,3312275816227.208008,0.499728,49,48,0,17582,93712594796.711472,18301035073797437259776.000000,0.487584,2.998008,886258419975.068726,0,60,0.631582
5808,163227,99.516119,49270.853448,49756.177624,40.255203,723.617383,0.000000,146.134278,0.523927,130.598760,37.215066,740.817941,0.609694,21,12,0,5808,36.152191,847.210452,0.574247,0.415779,206.419744,1,21,0.067064
7236,260111,99.503223,88632.265064,144523.709500,1503.450304,193843.608340,0.000001,2563.065227,994.012825,1292.442486,1097.416872,8223.327462,0.499769,25,16,0,7236,947.298038,259765.045852,0.500385,18.059541,3141.496934,1,4,0.028394
6660,262578,99.408016,-483662.977851,1055177.787000,307.674619,25185.807025,0.000000,545.510355,0.915323,545.510355,302.892508,26910.043514,0.613605,31,14,1,6660,244.163132,33436.845329,0.620586,0.477779,1325.795918,1,8,0.051632
16799,406317,99.856021,1045630.380333,-1041629.742000,215.354165,4189.048407,0.002687,358.512312,1.547710,334.347712,193.981736,5402.376362,0.576970,21,8,1,16799,171.589226,9862.203108,0.567289,0.669852,772.816190,1,9,0.055378
6087,150393,99.594098,34410.233333,19562.191700,2017.360392,743693.588245,0.001389,5142.349465,693.181014,2633.256324,1509.927799,365206.716372,0.502476,25,6,1,6087,1323.281554,687703.972217,0.502688,20.334092,5446.574714,1,4,0.025290
12480,174596,99.887900,-150421.425000,-166525.814000,45.989034,451.761108,0.346365,99.697149,0.346365,99.697149,41.039205,445.315314,0.540908,21,2,0,12480,30.847717,483.307584,0.532704,0.169741,164.721151,1,17,0.067024
7982,275043,99.568305,4964111.388890,2732115.117000,787.264170,186387.949011,0.000000,1194.346235,0.385977,1194.346235,784.995154,188347.101886,0.637016,26,14,0,7982,653.462752,231694.803491,0.635543,0.832505,2867.836939,1,8,0.042852
10975,411149,99.658658,251225.915263,250996.229786,60.394931,831.342902,0.000000,133.573325,0.103147,133.573325,57.661688,937.769845,0.567537,25,18,0,10975,54.769892,1300.208032,0.562136,0.467660,283.160013,1,10,0.057862
2940,74766,99.135013,-39962.541111,-12084.478900,1355.587424,167545.312125,0.000006,2603.221828,876.045008,1314.285723,1029.565444,17888.644643,0.499360,20,10,1,2940,884.535138,233833.325425,0.494897,19.641809,3169.781287,1,4,0.016955
19403,877432,99.766936,324637.220173,601408.000000,539212.213393,136275634925.403625,0.000000,1797560.017021,5530.705006,7950.834325,7207.261645,478935.169924,0.499663,28,22,1,19403,372125.348309,95725309374.517517,0.499902,299.845302,2425690.795103,1,0,0.041171
3889,54343,99.640691,135367.660000,-75768.285900,2049.557381,248318.661028,0.500000,2875.824006,1307.634873,2875.824006,1919.378575,241119.336383,0.501728,21,2,1,3889,1394.510350,729807.494383,0.501924,22.212198,5017.308929,1,4,0.019872
2898,40469,99.518135,154911.060000,14169.814500,1360.780048,235857.707071,0.500000,2144.652014,595.834874,2144.652014,1234.171574,233824.272367,0.500058,21,2,0,2898,892.423266,347999.360992,0.495620,19.804463,3176.264726,1,4,0.022319
6716,171051,99.620769,-5545.075000,784.720000,57.912409,271.018194,0.000006,98.065228,0.790113,97.362533,52.892466,385.404828,0.502412,20,10,0,6716,47.414880,661.155298,0.468981,0.622621,174.899798,1,8,0.032160
