%%index real_part   imaginary_part
10289 10289 10289
1 3.36 0.76
2 19.05 98.09
3 73.45 165.39
4 63.07 72.87
5 101.86 56.01
6 54.54 84.69
7 16.76 151.17
8 18.85 5.55
9 61.46 98.06
10 82.62 55.02
11 119.22 105.4
12 27.27 77.4
13 165.64 7.34
14 93.54 8.91
15 106.2 123.66
16 19.94 72.87
17 170.96 109.56
18 100.95 38.99
19 7.38 139.93
20 91.46 59.54
21 144.23 109.25
22 86.42 146
23 151.55 160.99
24 85.06 105.27
25 55.81 108.53
26 109.45 63.2
27 36.12 1.04
28 8.38 136.72
29 41.16 27.76
30 46.94 171.44
31 70.31 147.36
32 152.44 66.88
33 1.4 136.79
34 102.72 148.92
35 34.46 8.78
36 13.55 89.7
37 61.7 4.7
38 165.69 169.49
39 170.29 108.77
40 43.3 146.27
41 35.47 52.1
42 53.14 48.28
43 11 71.6
44 168.88 131.04
45 24.01 52.16
46 95.04 41.83
47 4.23 163.84
48 126.64 73.49
49 48.41 5.63
50 14.42 124.88
51 40.59 82.87
52 157.09 97.49
53 92.99 171.81
54 106.59 44.31
55 16.58 89.28
56 36.9 45.41
57 93.69 52.06
58 19.18 90.05
59 116.61 0.22
60 121.9 14.06
61 125.41 36.14
62 25.99 42.95
63 11.96 129.65
64 135.28 48.15
65 173.03 60.37
66 38.76 45.22
67 38.24 109.14
68 106.96 91.38
69 135.69 131.23
70 116.03 109.07
71 154.48 47.79
72 169.37 152.93
73 138.5 143.7
74 143.92 14.55
75 98.14 81.12
76 12.78 91.82
77 30.29 49.55
78 74.72 38.77
79 86.92 42.25
80 172.14 36.01
81 150.75 155.48
82 90.62 106.43
83 23.81 14.99
84 41.74 93.1
85 28.17 55.02
86 102.81 157.77
87 136.71 8.66
88 47.88 98.19
89 8.26 101.21
90 77.85 17.8
91 5.14 106.4
92 51.48 90.64
93 24.93 35.44
94 77.69 126.2
95 57.73 111.86
96 162.86 75.84
97 8.27 34.49
98 119 149
99 68.11 101.6
100 156.62 160.75
101 144.52 165.8
102 69.98 85.43
103 79.14 2.75
104 173.49 117.86
105 31.18 87.41
106 89.33 77.34
107 63.5 36.33
108 71.77 140.81
109 93.02 88.44
110 95.82 44.98
111 16.34 150.75
112 80.76 84.68
113 59.68 24.61
114 21.73 25.77
115 82.04 23.31
116 15.12 4.35
117 159.31 122.08
118 124.84 85.1
119 98.49 64.45
120 151.86 124.33
121 97.19 129.67
122 166 67.2
123 103.53 160.7
124 144.66 133.29
125 73.8 22.55
126 68.83 66.48
127 46.68 90.14
128 10.28 149.59
129 70.88 106.36
130 25.2 32.01
131 36.37 152.92
132 101.01 40.32
133 20.94 91.2
134 155.65 121.37
135 141.22 119.43
136 144.63 29.04
137 165.76 64.41
138 120.63 136.63
139 165.45 95.29
140 13.37 160.81
141 53.29 65.25
142 50.91 82.2
143 127.31 169.49
144 101.86 61.19
145 162.73 24.2
146 72.64 127.06
147 62.9 94.62
148 11.82 69.17
149 16.54 153.36
