%%index real_part   imaginary_part
10148 10148 10148
1 15.73 25.92
2 19.7 22.25
3 27.41 57.07
4 2.28 45.7
5 44.07 0.54
6 53.59 57.59
7 53.02 42.58
8 19.73 8.76
9 38.94 52.7
10 39.42 50.95
11 47.7 47.89
12 26.04 44.12
13 54.44 13.65
14 12.12 57.29
15 30.99 28.17
16 37.61 11.29
17 17.06 30.25
18 28.32 40.83
19 11.05 27.99
20 28.53 14.13
21 55.24 55.12
22 38.71 23.13
23 15.41 49.26
24 42.96 41.96
25 33.91 37.88
26 26.77 6.9
27 34.55 22.61
28 19.78 36.33
29 18.14 29.99
30 41.68 31.91
31 26.72 32.65
32 3.9 3.82
33 44.65 43.78
34 12.77 15.75
35 13.4 39.23
36 35.35 24.83
37 47.96 9.64
38 58.9 15.06
39 57.02 46.89
40 25.77 26.38
41 33.28 15.46
42 21.59 36.06
43 13.39 8.83
44 38.82 41.38
45 56.81 15.05
46 47.71 5.03
47 8.85 8.05
48 35.35 51.61
49 50.88 37.02
50 17.25 31.64
51 56.47 5.28
52 14.92 36.13
53 51.19 45.43
54 16.85 57.34
55 24.72 32.74
56 48.2 42.62
57 19.69 58.01
58 7.84 10.79
59 35.69 16.6
60 31.66 30.19
61 18.74 17.02
62 8.59 20.37
63 55.5 11.11
64 31.65 43.94
65 16.59 47.39
66 36.19 48.91
67 9.56 14.06
68 43.02 34.64
69 32.98 1.75
70 18.01 0.87
71 43.49 57.71
72 40.24 49.73
73 44.05 46.7
74 4.31 31.6
75 2.79 4.26
76 4.81 35.97
77 39.86 21.53
78 16.16 13.4
79 57.35 36.36
80 8.27 47.82
81 21.25 57.46
82 12.52 44.47
83 20.11 30.81
84 32.56 39.06
85 23.45 36.61
86 35.32 34.1
87 24.83 50.47
88 38.17 0.08
89 31.69 9.88
90 14.15 42.48
91 2.97 34.48
92 39.54 18.96
93 15.88 42.83
94 20.2 55.7
95 28.04 14.23
96 12.69 11.99
97 39.98 49.29
98 21.1 8.74
99 31.32 1.09
100 37.71 37.19
101 12.29 54.78
102 46.25 56.55
103 56.64 20.64
104 30.53 25.42
105 51.43 29.33
106 47.33 28.2
107 30.68 54.4
108 38.24 11.39
109 8.1 46.56
110 44.32 41.96
111 53.95 19.66
112 9.96 40.53
113 49.27 34.94
114 19.55 14.58
115 51.77 5.12
116 0.9 40.78
117 38.34 47.58
118 9.23 30.67
119 56.09 19.5
120 32.35 23.28
121 35 32.04
122 27.45 20.68
123 32.08 6.68
124 36.76 6.69
125 32.17 23.7
126 43.36 5.6
127 46.14 10.64
128 29.1 36.84
129 51.43 19.93
130 25.05 48.66
131 13.96 44.2
132 16.31 25.95
133 40.14 35.82
134 55.32 9.06
135 32.34 37.24
136 52.8 28.67
137 32.88 50.86
138 41.06 21.25
139 11.46 5.96
140 13.18 18.82
141 24.43 43.63
142 37.8 40.06
143 17.91 54.09
144 15.02 7.9
145 56.56 10.34
146 38.06 40.08
147 49.55 11.53
148 47.35 54.37
149 4.43 30.7
150 51.46 27.2
151 39.39 20.29
152 12.15 45.26
153 50.04 13.27
154 2.75 53.21
155 55.56 2.5
156 29.66 15.93
157 56 4.51
158 58.6 8.46
159 16.36 57.43
160 51.29 14.62
161 38.22 56.45
162 51.5 30.35
163 9.25 28.78
164 43 23.37
165 50.57 56.2
166 17.5 18.98
167 47.76 30.97
168 44.24 13.17
169 49.91 38.8
170 24.83 47
171 46.45 46.47
172 50.98 38.01
173 29.99 26.97
174 25.4 50.58
175 48.72 29.87
176 10.84 17.69
177 31.57 27.95
178 40.25 3.34
179 26.72 24.34
180 21.54 7.77
181 26.75 1.81
182 32.78 22.56
183 35.74 58.03
184 37.84 1.55
185 32.07 26.65
186 56.64 46.19
187 8.72 19.52
188 30.02 48.62
189 23.72 38.71
190 52.1 38.94
191 40.16 13.44
192 24.91 3.95
193 7.29 12.73
194 37.07 6.16
195 56.45 17.53
196 19.35 42.13
197 5.7 24.2
198 23.24 52.13
199 37.2 24.96
200 51.61 44.6
201 15.31 10.27
202 13.32 32.77
203 5.91 24.03
204 46.26 43.34
205 23.28 29.63
206 26.59 39.36
207 43.31 46.96
208 0.69 35.03
209 24.71 34.13
210 51.66 21.28
211 46.94 22.17
212 29.89 12.01
213 47.67 52.64
214 18.6 36.65
215 5.77 25.87
216 36.15 53.73
217 27.5 21.08
218 28.63 49.47
219 33.81 33.41
220 46.56 58.41
221 38.78 40.61
222 28.58 56.67
223 16.22 6.61
224 40.74 12.79
225 17.6 40.94
226 4.11 33.41
227 28.94 5.54
228 58.18 34
229 11.66 17.61
230 43.49 1.3
231 55.03 0.95
232 22.04 4.16
233 53.63 7.05
234 23.98 34.19
235 33.61 11.96
236 36.09 11.54
237 51.73 55.91
238 3.52 5.67
239 1.99 8.96
240 33.42 44.27
241 2.2 19.59
242 25.13 37.53
243 55.05 31.14
244 32.28 7.83
245 51.65 50.23
246 51.19 16.77
247 4.45 47.68
248 38.25 56.75
249 31.94 58.08
250 53.56 3.23
251 57.29 49.07
252 45.98 30.65
253 36.33 33.54
254 26.02 49.51
255 18.3 38.32
256 41.43 0.44
257 37.97 4.02
258 18.68 50.08
259 57.91 17.55
260 8.78 50.96
261 51.25 50.56
262 22.76 43.49
263 41.24 55.7
264 38.3 44.53
265 47.76 14.19
266 46.78 32.86
267 4.52 29.57
268 4.11 33.77
269 7.8 24.37
270 3.69 30.14
271 30.58 9.62
272 13.64 28.64
273 19.72 52.08
274 10.63 32.32
275 7.81 18.63
276 52.71 2.93
277 46.43 42.58
278 39.29 58.99
279 44.52 12.19
280 9.9 2.11
281 34.98 16.8
282 46.37 56.69
283 31.46 39.5
284 47.39 34
285 5.14 22.78
286 32.4 51.08
287 4.24 19.25
288 54.85 46.04
289 2.88 23.96
290 42.59 6.48
291 51.93 53.21
292 36.8 19.82
293 3.33 22.88
294 35.08 0.61
295 2.72 47.85
296 5.65 44.98
297 26.19 37.7
298 1.72 35.54
299 10.54 41.17
300 4.95 49.11
301 24.71 58.21
302 1.98 37.35
303 7.91 28.95
304 36.43 56.83
305 46.83 10.8
306 47.53 3.54
307 23.36 39.76
308 46.17 25.33
309 25.94 26.69
310 58.06 5.77
311 50.75 12.19
312 33.41 47.23
313 7.29 1.47
314 42.64 18.66
315 51.29 17.84
316 0.57 47.6
317 25.95 0.53
318 29.48 2.55
319 42.9 17.39
320 28.19 49.44
321 52.98 30.73
322 54.01 0.24
323 25.58 17.35
324 27.56 41.18
325 30.47 35.04
326 47.23 26.63
327 57.38 22.23
328 7.22 5.17
329 23.83 5.68
330 7.04 49.86
331 38.46 16.12
332 16.65 7.61
333 52.68 47.94
334 6.33 29.66
335 20.1 20.1
336 50.83 18.04
337 18.28 56.6
338 14.95 29.36
339 54.07 27.38
340 45.95 26.04
341 36.19 25.54
342 31.29 17.7
343 22.87 34.57
344 23.77 38.51
345 29.38 46.7
346 46.35 30.81
347 21.94 51.36
348 23.82 46.52
349 0.7 15.62
350 35.72 13.67
351 15.23 4.32
352 1.93 11.07
353 40.44 33.52
354 44.42 0.4
355 26.44 35.51
356 44.57 31.37
357 49.08 46.15
358 21.73 16.87
359 55.38 12.95
360 43.18 45.5
361 17.32 9.28
362 44.17 14.05
363 44.09 22.78
364 21.93 8.99
365 6.19 44.8
366 32.64 57.65
367 52.25 21.42
368 54.94 18.09
369 2.02 17.21
370 36.24 23.89
371 55.26 28.46
372 15.62 21.81
373 38.68 45.34
374 41.82 20.87
375 49.89 35.07
376 27.87 9.52
377 23.57 50.73
378 14.52 13.04
379 5.56 8.66
380 36.98 36.45
381 18.62 11.75
382 33.17 53.15
383 12.24 11.87
384 29.08 12.64
385 36.53 14.26
386 26.25 48.84
387 11.66 16.31
