%%index real_part   imaginary_part
18746 18746 18746
1 70.95 216.35
2 231.16 68.15
3 165.84 218.23
4 112.01 190.75
5 233.35 196.06
6 146.21 88.49
7 258.89 72.34
8 200.87 65.11
9 110.55 57.4
10 181.98 200.16
11 25.12 180.92
12 280.28 189.29
13 187.31 278.23
14 19.8 27.64
15 261.28 40.45
16 256.8 265.46
17 79.14 50.23
18 268.46 233.49
19 142.24 244.98
20 159.04 98.47
21 186.97 93.59
22 193.45 23.25
23 115.88 191.38
24 248.79 112.32
25 30.49 253.96
26 180.4 148.77
27 83.58 83.13
28 106.88 178.68
29 233.85 270.89
30 29.35 126.68
31 137.67 213.13
32 263.36 31.67
33 265.16 216.81
34 207.31 277.34
35 121.33 152.92
36 246.51 111.88
37 135.13 26.3
38 217.69 157.96
39 15.81 278.54
40 250.5 212
41 78.77 73.82
42 184.47 148.9
43 73.1 189.87
44 178.76 9.35
45 163.56 24.95
46 238.08 235.63
47 12.83 19.23
48 263.56 246.96
49 269.82 277.99
50 148.92 216.39
51 46.27 109.16
52 135.46 140.95
53 44.44 208.93
54 205.47 98.67
55 28.67 60.25
56 161.59 201.49
57 68.39 134.96
58 42.83 64.06
59 100.93 141.49
60 193.97 249.12
61 230.27 264.49
62 1.72 150.05
63 142.54 243.1
64 266.62 10.8
65 227.2 130.36
66 239.52 161.06
67 47.53 273.47
68 200.4 120.51
69 246.7 91.97
70 179.74 151.39
71 70.88 20.9
72 183.38 59.33
73 150.91 166.79
74 53.81 253.74
75 220.86 251.85
76 234.34 247.78
77 143.35 196.65
78 185.28 263.59
79 274.39 3.89
80 161.78 169.9
81 76.48 219.59
82 238.59 146.82
83 12.85 124.01
84 215.99 156.99
85 53.91 5.08
86 25.98 141.25
87 200.59 124.79
88 9.59 236.88
89 208.62 97.02
90 66.87 63.4
91 56.7 175
92 89.66 46.74
93 28.33 200.05
94 203.95 274.94
95 190.36 20.72
96 267.84 111.25
97 258.07 12.36
98 136.37 251.95
99 126.94 16.45
100 21.53 97.88
101 239.14 208.37
102 51.17 75.03
103 29.91 185.25
104 0.27 88.28
105 179.2 266.06
106 159.06 94.67
107 141.41 235.9
108 153.95 276.24
109 14.7 169.74
110 217.98 103.42
111 242.19 205.06
112 217.42 231.34
113 201.29 245.79
114 262.24 99.32
115 224.72 73.76
116 0.13 29.29
117 104.32 209.38
118 112.63 78.82
119 167.1 161.75
120 145.81 140.43
121 262.62 91.82
122 73.24 50.4
123 44.64 122.03
124 37.29 254.72
125 103.66 59.35
126 9.93 0.79
127 232.14 63.86
128 27.65 254.88
129 99.72 151.43
130 252.71 35.41
131 64.7 42.44
132 279.35 252.85
133 77.19 196.54
134 76.29 137.5
135 277.93 271.82
136 81.64 249.63
137 18.03 4.07
138 126.1 154.89
139 127.61 90.19
140 177.06 190.91
141 191.71 231.27
142 40.65 214.52
143 214.92 141.85
144 38.8 95.82
145 131.23 32.64
146 102.6 9.52
147 7.89 195.93
148 137.99 99.95
149 237.46 85.08
150 74.9 214.29
151 209.44 260.91
152 264.99 184.07
153 56.96 254.99
154 63.18 136.61
155 45.53 212.09
156 188.88 267.77
157 200.29 264.76
158 124.61 257.06
159 70.88 133.21
160 193.37 190.93
161 227.97 202.12
162 143.57 13.97
163 113.93 235.86
164 66.47 281.57
165 241.38 96.91
166 103.34 141.37
167 43.44 168.82
168 141.81 113.85
169 250.47 127.92
170 85.53 204.99
171 218.28 41.52
172 24.28 19.94
173 277 136.57
174 15.3 176.41
175 85.34 65.88
176 13.52 208.67
177 222.65 31.32
178 12.7 157.1
179 156.67 82.1
180 206.53 79.17
181 220.55 143.57
182 30.39 27.87
183 141.73 9.51
184 164.96 172.2
185 122.71 137.72
186 179.24 278.01
187 43.47 59
188 223.09 203.52
189 97.93 38.47
190 131.88 238.4
191 192.59 210.79
192 242.11 145.4
193 48.02 160.76
194 242.86 254.82
195 51.99 232.21
196 93.78 194.91
197 250.31 18.06
198 55.1 124.17
199 41.89 110.04
200 247.76 247.58
201 271.11 164.61
202 251.13 172.52
203 121.56 32.59
204 98.58 192.22
205 176.14 219.49
206 175.8 257.98
207 148.91 86.74
208 247.5 135.92
209 136.26 196.93
210 174.67 235.89
211 176.32 215.77
212 233.84 268.45
213 138.15 144.63
214 0.19 34.46
215 27.56 180.04
216 90.17 275.47
217 165.99 16.67
218 76.78 59.3
219 279.05 5.55
220 252.56 202.89
221 178.87 173.19
222 5.45 146.37
223 27.81 73.3
224 15.76 280.48
225 261.89 164.07
226 97.84 190.43
227 204.4 183.73
228 46.37 77.2
229 139.18 88.07
230 13.64 46.56
231 40.04 166.74
232 210.94 103.81
233 190.64 233.55
234 266.63 5.72
235 236.13 187.69
236 106.4 237.19
237 129.08 160.53
238 233.83 139.38
239 165.38 156.89
240 38.96 277.11
241 185.54 145.27
242 47 164.33
243 241.53 135.47
244 251.06 120.89
245 167.46 98.72
246 10.98 264.7
247 114.04 235.02
248 214.09 221.92
249 255.17 22.68
250 237.89 198.72
251 153.92 209.3
252 115.35 89.81
253 256.71 1
254 185.42 67.19
255 62.3 140.09
256 30.88 251.9
257 134.23 275.37
258 156.36 105.41
259 226.3 121.29
260 247.53 125.42
261 108.13 139.28
262 119.82 258.51
263 225.96 249.69
264 272.37 51.92
265 250.64 199.13
266 153.95 255.78
267 91.11 150.08
268 178.61 269.31
269 82.02 65.83
270 205.92 82.03
271 51.93 171.84
272 165.21 236.81
273 60.22 213.69
274 52.98 67.09
275 192.52 32.04
276 171.33 18.51
277 22.54 46.17
278 13.86 9.15
279 61.07 248.5
280 193.15 4.23
281 5.53 57.24
282 207.32 65.11
283 79.94 96.64
284 189.99 103.93
285 213.48 189.48
286 79.32 113.92
287 96.25 265.42
288 224.63 272.06
289 57.15 183.99
290 216.03 277.61
291 41.64 249.67
292 13.84 132.88
293 169.56 64.18
294 58.21 27.7
295 59.45 258.15
296 33.39 251.36
297 61.99 92.5
298 216.67 268.24
299 90.17 141.93
300 76.93 124.66
301 238.58 49.18
302 32.6 156.26
303 146.32 80.35
304 264.34 2.75
305 280.36 203.47
306 171.15 225.9
307 76.78 40
308 131.7 212.51
309 267.74 273.86
310 250.02 189.91
311 159.28 72.71
312 165.22 1.41
313 15.17 248.79
314 136.25 99.89
315 224.55 105.35
316 154.53 213.18
317 87.44 208.66
318 7.01 214.65
319 217.4 233.76
320 182.76 16.88
321 242.78 243.28
322 28.8 99.43
323 57.46 65.08
324 56.95 188.02
325 95.94 43.2
326 115.92 24.97
327 53.9 0.74
328 249.53 26.66
329 126.55 69.08
330 201.95 103.78
331 34.97 96.62
332 23.28 102
333 62.17 149.93
334 129.22 30.3
335 47.18 25.09
336 13.89 29.98
337 156.93 35.48
338 100.56 42.69
339 258.23 214.39
340 257.6 185.03
341 237.52 72.17
342 100.43 119.04
343 145.7 9.43
344 106.03 67.97
345 199.27 272.25
346 86.87 53.5
347 183.02 261.76
348 129.7 137.68
349 167.98 272.71
350 15.8 258.92
351 6.9 242.68
352 278.16 57.21
353 127.42 163.83
354 123.74 96.72
355 27.28 103.65
356 175.83 99.34
357 218.38 264.8
358 19.75 21.78
359 89.75 82.08
360 99.85 125.78
361 206.8 34.55
362 14.31 214.25
363 69.93 135.34
364 126.05 144.01
365 120.93 265.43
366 226.11 169.37
367 226.58 155.35
368 64.7 249.79
369 92.03 72
370 175.66 188.45
371 33.31 119.31
372 102.12 97.01
373 118.79 251.7
374 79.3 121.87
375 275.18 236.07
376 270.62 206.68
377 166.45 227.5
378 80.85 30.45
379 174.47 236.38
380 247.33 206.9
381 121.8 40.92
382 196.28 191.44
383 186.75 66.38
384 165.91 6.5
385 194.95 278.78
386 116.1 87.09
387 211.62 228.27
388 225.49 218.22
389 58.09 75.93
390 30 50.31
391 2.51 78.79
392 24.3 46.14
393 76.6 168.96
394 150.86 105.15
395 57.57 278.59
396 37.51 116.19
397 53.15 179.37
398 245.76 261.31
399 267.82 239.9
400 236.69 157.19
401 244.28 208.29
402 182.08 70.79
403 34.53 201.42
404 277.35 125.57
405 203.41 120.14
406 198.94 52.88
407 99.02 205.92
408 92.89 250.76
409 73.91 203.14
410 199.73 243.75
411 105.47 159
412 56.38 264.77
413 244.08 158.62
414 144.05 47.66
415 204.85 229.9
416 156.2 98.74
417 197.05 194.65
418 114.07 56.28
419 209.38 259.1
420 97.24 109.42
421 189.82 158.31
422 82.23 41.7
423 10.46 34.37
424 237.51 202.64
425 164.4 111.89
426 270.9 182.77
427 193.06 15.39
428 174.01 45.28
429 92.94 155.14
430 130.57 36.06
431 162.32 43.31
432 265.48 4.77
433 88.57 104.89
434 81.99 125.07
435 262.01 43.47
436 201.78 179.24
437 248.46 169.84
438 204.21 29.54
439 232.18 258.93
440 88.82 187.24
441 115.53 142.1
442 157.49 77.72
443 150.52 26.59
444 181.74 77.03
445 113.09 270.98
446 59.81 57.83
447 62.6 20.94
448 125.83 43.29
449 168.36 178.69
450 249.69 207.83
451 132.59 148.38
452 63.74 196.99
453 226.53 99.05
454 75.98 267.95
455 173.19 176.72
456 36.82 192.33
457 15.57 34.25
458 60.84 194.32
459 16.87 166.1
460 182.6 270.1
461 45.93 157.48
462 178.42 242.42
463 3.71 136.05
464 60.27 22.26
465 257.61 199.6
466 93.5 27.96
467 224.95 108.2
468 207.25 157.24
469 143.19 197.01
470 91.73 28.76
471 221.09 61.9
472 96.15 156.07
473 95.91 264.18
474 148.28 184.52
475 172.62 112.78
476 270.27 48.89
477 9.31 246.08
478 100.13 166.69
479 216.47 40.54
480 267.66 187.92
481 215.88 219.6
482 45.8 79.16
483 236.4 186.36
484 101.37 280.58
485 54.86 125.11
486 214.54 220.62
487 94.69 21.47
488 3.65 56.21
489 240.73 190.61
490 48.91 151.94
491 228.35 158.88
492 122.96 37.18
493 231.4 265.18
494 51.24 250.61
495 156.54 165.87
496 103.48 36.91
497 116.07 117.94
498 49.82 176.8
499 202.9 98
500 250.63 178.71
501 117.33 257.76
502 279.23 183.17
503 266.91 239.55
504 148.16 0.89
505 152.83 225.64
506 130.04 197.07
507 261.78 126.7
508 109.88 280.52
509 276.66 211.18
510 122.57 161.12
511 198.03 151.2
512 14.66 253.57
513 148.38 59.63
514 185.15 64.49
515 243.2 69.28
516 72.57 181.3
517 82.48 78.54
518 36.09 69.8
519 70.69 94.91
520 66.07 211.77
521 154.36 251.04
522 95.74 196.12
523 222.16 161.66
524 90.84 233.14
525 112.27 216.82
526 86.02 240.94
527 212.51 55.82
528 142.97 100.69
529 192.7 106.41
530 203.22 46.12
531 254.95 153.9
532 259.96 275.79
533 63.59 82.95
534 177.86 14.05
535 253.34 134.29
536 130.85 243.93
537 158.05 153.23
538 32.89 226.6
539 205.26 98.22
540 33.04 123.74
541 110.2 35.53
542 118.88 146.59
543 274.8 40.71
544 174.65 261.85
545 53.5 185.5
546 84.92 95.87
547 89.66 26.45
548 109.4 62.89
549 104.46 180.77
550 60.58 32.78
551 276.71 75.81
552 229.04 191.44
553 163.56 180.29
554 24.03 7.45
555 158.71 86.82
556 149.88 84.59
557 231.18 268.91
558 27.63 268.76
559 276.13 251.5
560 182.52 229.8
561 43.67 75.15
562 129.12 267.45
