%%index real_part   imaginary_part
1534 1534 1534
1 23.61 9.41
2 25.83 2.31
3 18.37 21.59
4 17.58 11.19
5 19.58 25.7
6 9.98 25.8
7 9.31 17.73
8 20.32 21.41
9 22.53 14.05
10 23.84 13.45
11 20.32 16.74
12 15.86 4.33
13 12.83 18.73
14 6.97 19.38
15 1.71 7.3
16 10.24 14.44
17 16.75 25.32
18 14.43 10.07
19 21.26 9.12
20 8.82 6.01
21 5.81 14.84
22 0.09 12.33
23 7.74 8.64
24 22.69 20.41
25 1.38 23.79
26 8.05 14.05
27 18.39 21.7
28 14.44 17.44
29 10.82 5.22
30 6.04 14.93
31 3.37 12.53
32 5.37 16.28
33 19.87 20.12
34 3.24 13.32
35 19.33 8.65
36 17.01 5.58
37 17.91 18.67
38 20.83 10.62
39 24.56 19.17
40 10.48 11.05
41 25.1 25.94
42 15.17 18.54
43 3.5 11.01
44 9.75 23.13
45 12.06 14.32
46 0.86 15.8
47 25.6 15.43
48 9.55 25.75
49 13.08 13
50 15.17 6.31
51 5.41 25.93
52 12.12 25.71
53 10.33 16.85
54 3.54 6.96
55 18.01 8.89
56 2.36 14.03
57 0.09 10.63
58 21.65 17.53
59 14.66 3.59
60 17.91 5.4
61 14.72 0.72
62 9.67 12.29
63 5.57 14.33
64 1.33 12.74
65 19.05 18.65
66 18.58 10.02
67 9.73 17.98
68 8.83 24.23
69 5.19 20.07
70 22.48 12.38
71 19.93 16.72
72 1.35 24.84
73 9.89 13.54
74 17.13 16.52
75 21.93 18.07
76 12.31 2.56
77 8.38 10.65
78 18.5 21.98
79 8.72 13.95
80 0.12 13.35
81 23.38 21.29
82 13.28 18.7
83 10.45 7.11
84 20.7 22.11
85 2.01 15.64
86 25.88 10.71
87 9.55 15.46
88 3 20.76
89 11.28 12.97
90 5.04 13.65
91 9.74 0.73
92 4.91 17.36
93 13.34 18.12
94 25.59 23.41
95 10.77 15.59
96 10.88 25.71
97 11.93 1.67
98 2.3 24.16
99 13.8 22.39
100 5.55 23.01
101 7.72 9.33
102 24.8 5.44
103 0.2 10.79
104 23.76 21.32
105 8.98 5
106 5.74 22.33
107 13.69 18.72
108 4.36 10.65
109 1.58 20.55
110 10.14 3.95
111 3.66 5.87
112 7.54 21.03
113 12.71 9.11
114 5.5 9.85
115 0.38 0.51
116 3.37 11.06
